"ES"	"p_val"	"path"	"hits"	"hits_n"
"4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression"	-Inf	1	"4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression"	""	0
"VEGFA VEGFR2 signaling"	-Inf	0.00990343902715929	"VEGFA VEGFR2 signaling"	""	0
"Nanomaterial induced inflammasome activation"	-Inf	1	"Nanomaterial induced inflammasome activation"	""	0
"Benzene metabolism"	-Inf	1	"Benzene metabolism"	""	0
"Development of pulmonary dendritic cells and macrophage subsets"	-Inf	1	"Development of pulmonary dendritic cells and macrophage subsets"	""	0
"Development and heterogeneity of the ILC family"	0.641546029087524	0.316375202924779	"Development and heterogeneity of the ILC family"	"90865"	1
"Dengue 2 interactions with complement and coagulation cascades"	-Inf	1	"Dengue 2 interactions with complement and coagulation cascades"	""	0
"Mitochondrial gene expression"	-Inf	1	"Mitochondrial gene expression"	""	0
"Angiopoietin like protein 8 regulatory pathway"	-0.813019834377957	1	"Angiopoietin like protein 8 regulatory pathway"	"51085"	1
"Hfe effect on hepcidin production"	-Inf	1	"Hfe effect on hepcidin production"	""	0
"Amino acid metabolism"	-0.358453970912476	1	"Amino acid metabolism"	"440"	1
"ApoE and miR 146 in inflammation and atherosclerosis"	-Inf	1	"ApoE and miR 146 in inflammation and atherosclerosis"	""	0
"BMP signaling in eyelid development"	-Inf	1	"BMP signaling in eyelid development"	""	0
"Chemokine signaling pathway"	-1.07117201883201	1	"Chemokine signaling pathway"	"196883"	1
"EDA signaling in hair follicle development"	-Inf	1	"EDA signaling in hair follicle development"	""	0
"Embryonic stem cell pluripotency pathways"	-Inf	0.650034509173392	"Embryonic stem cell pluripotency pathways"	""	0
"Focal adhesion PI3K Akt mTOR signaling pathway"	-1.90277448713629	0.26923996786427	"Focal adhesion PI3K Akt mTOR signaling pathway"	"8408"	1
"Kennedy pathway from sphingolipids"	-Inf	1	"Kennedy pathway from sphingolipids"	""	0
"Leptin and adiponectin"	-Inf	1	"Leptin and adiponectin"	""	0
"Leptin insulin signaling overlap"	-Inf	1	"Leptin insulin signaling overlap"	""	0
"Microglia pathogen phagocytosis pathway"	-Inf	1	"Microglia pathogen phagocytosis pathway"	""	0
"miR 222 in exercise induced cardiac growth"	-Inf	1	"miR 222 in exercise induced cardiac growth"	""	0
"One carbon metabolism and related pathways"	-Inf	1	"One carbon metabolism and related pathways"	""	0
"Oxidative damage response"	-Inf	1	"Oxidative damage response"	""	0
"PPAR signaling pathway"	-Inf	1	"PPAR signaling pathway"	""	0
"Robo4 and VEGF signaling pathways crosstalk"	-Inf	1	"Robo4 and VEGF signaling pathways crosstalk"	""	0
"Serotonin and anxiety related events"	-Inf	1	"Serotonin and anxiety related events"	""	0
"TYROBP causal network in microglia"	-Inf	1	"TYROBP causal network in microglia"	""	0
"Serotonin and anxiety"	-Inf	1	"Serotonin and anxiety"	""	0
"IL 4 signaling pathway"	-Inf	1	"IL 4 signaling pathway"	""	0
"mRNA protein and metabolite inducation pathway by cyclosporin A"	-Inf	1	"mRNA protein and metabolite inducation pathway by cyclosporin A"	""	0
"GPR40 pathway"	-Inf	1	"GPR40 pathway"	""	0
"DNA IR double strand breaks and cellular response via ATM"	-Inf	1	"DNA IR double strand breaks and cellular response via ATM"	""	0
"Mevalonate pathway"	-Inf	1	"Mevalonate pathway"	""	0
"Lipid metabolism pathway"	-Inf	1	"Lipid metabolism pathway"	""	0
"miR 509 3p alteration of YAP1 ECM axis"	-Inf	1	"miR 509 3p alteration of YAP1 ECM axis"	""	0
"H19 action Rb E2F1 signaling and CDK Beta catenin activity"	-Inf	1	"H19 action Rb E2F1 signaling and CDK Beta catenin activity"	""	0
"OSX and miRNAs in tooth development"	-Inf	1	"OSX and miRNAs in tooth development"	""	0
"PDGFR beta pathway"	-Inf	1	"PDGFR beta pathway"	""	0
"miRNA regulation of prostate cancer signaling pathways"	-Inf	1	"miRNA regulation of prostate cancer signaling pathways"	""	0
"miRNA regulation of p53 pathway in prostate cancer"	-Inf	1	"miRNA regulation of p53 pathway in prostate cancer"	""	0
"Wnt signaling pathway and pluripotency"	-Inf	0.635287112129217	"Wnt signaling pathway and pluripotency"	""	0
"Prion disease pathway"	-Inf	1	"Prion disease pathway"	""	0
"Ethanol effects on histone modifications"	-Inf	1	"Ethanol effects on histone modifications"	""	0
"Prader Willi and Angelman syndrome"	-0.722507541472515	1	"Prader Willi and Angelman syndrome"	"1021"	1
"p38 MAPK signaling pathway"	-Inf	1	"p38 MAPK signaling pathway"	""	0
"NO cGMP PKG mediated neuroprotection"	-Inf	1	"NO cGMP PKG mediated neuroprotection"	""	0
"DNA IR damage and cellular response via ATR"	-Inf	1	"DNA IR damage and cellular response via ATR"	""	0
"Clear cell renal cell carcinoma pathways"	-Inf	0.628081551645035	"Clear cell renal cell carcinoma pathways"	""	0
"SCFA and skeletal muscle substrate metabolism"	-Inf	1	"SCFA and skeletal muscle substrate metabolism"	""	0
"Eukaryotic transcription initiation"	-Inf	1	"Eukaryotic transcription initiation"	""	0
"Oxidative stress response"	-Inf	1	"Oxidative stress response"	""	0
"Exercise induced circadian regulation"	-Inf	1	"Exercise induced circadian regulation"	""	0
"mRNA processing"	0.33034434079322	0.661439884288193	"mRNA processing"	"1195;140890"	2
"Fibrin complement receptor 3 signaling pathway"	-Inf	1	"Fibrin complement receptor 3 signaling pathway"	""	0
"PI3K AKT mTOR vitamin D3 signaling"	-Inf	1	"PI3K AKT mTOR vitamin D3 signaling"	""	0
"Metabolism of sphingolipids in ER and Golgi apparatus"	-Inf	1	"Metabolism of sphingolipids in ER and Golgi apparatus"	""	0
"Macrophage markers"	-Inf	1	"Macrophage markers"	""	0
"PTF1A related regulatory pathway"	-Inf	1	"PTF1A related regulatory pathway"	""	0
"Splicing factor NOVA regulated synaptic proteins"	0.465696193688106	0.393166899943318	"Splicing factor NOVA regulated synaptic proteins"	"2037"	1
"White fat cell differentiation"	-Inf	1	"White fat cell differentiation"	""	0
"Wnt signaling in kidney disease"	-Inf	1	"Wnt signaling in kidney disease"	""	0
"Degradation pathway of sphingolipids including diseases"	-Inf	1	"Degradation pathway of sphingolipids including diseases"	""	0
"Endometrial cancer"	-Inf	1	"Endometrial cancer"	""	0
"Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine"	-Inf	1	"Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine"	""	0
"GABA metabolism aka GHB "	-Inf	1	"GABA metabolism aka GHB "	""	0
"GABA receptor signaling"	-Inf	1	"GABA receptor signaling"	""	0
"PI3K Akt signaling pathway"	-2.03401902041454	0.191739850598467	"PI3K Akt signaling pathway"	"1021"	1
"Metabolism of tetrahydrocannabinol THC "	-Inf	1	"Metabolism of tetrahydrocannabinol THC "	""	0
"Somatroph axis GH and its relationship to dietary restriction and aging"	-Inf	1	"Somatroph axis GH and its relationship to dietary restriction and aging"	""	0
"Mevalonate arm of cholesterol biosynthesis pathway with inhibitors"	-Inf	1	"Mevalonate arm of cholesterol biosynthesis pathway with inhibitors"	""	0
"Mevalonate arm of cholesterol biosynthesis pathway"	-Inf	1	"Mevalonate arm of cholesterol biosynthesis pathway"	""	0
"Caloric restriction and aging"	-Inf	1	"Caloric restriction and aging"	""	0
"Hormonal control of pubertal growth spurt"	-Inf	1	"Hormonal control of pubertal growth spurt"	""	0
"Immune response to tuberculosis"	-Inf	1	"Immune response to tuberculosis"	""	0
"Tumor suppressor activity of SMARCB1"	1.44223722086412	0.308186118149081	"Tumor suppressor activity of SMARCB1"	"1021"	1
"MET in type 1 papillary renal cell carcinoma"	-Inf	1	"MET in type 1 papillary renal cell carcinoma"	""	0
"Hereditary leiomyomatosis and renal cell carcinoma pathway"	1.75257734147627	0.211439936503673	"Hereditary leiomyomatosis and renal cell carcinoma pathway"	"4891"	1
"Tryptophan catabolism leading to NAD production"	2.22650852980868	0.173034412570585	"Tryptophan catabolism leading to NAD production"	"125061"	1
"Transcriptional cascade regulating adipogenesis"	-Inf	1	"Transcriptional cascade regulating adipogenesis"	""	0
"Chromosomal and microsatellite instability in colorectal cancer "	-Inf	1	"Chromosomal and microsatellite instability in colorectal cancer "	""	0
"Ebola virus infection in host"	-Inf	0.408771211060646	"Ebola virus infection in host"	""	0
"MAPK cascade"	-Inf	1	"MAPK cascade"	""	0
"Neurotransmitter disorders"	-Inf	1	"Neurotransmitter disorders"	""	0
"Phosphodiesterases in neuronal function"	-0.522429706023602	0.486527074794371	"Phosphodiesterases in neuronal function"	"196883"	1
"Ras signaling"	-Inf	0.282043178716124	"Ras signaling"	""	0
"Purine metabolism and related disorders"	-Inf	1	"Purine metabolism and related disorders"	""	0
"Pyrimidine metabolism and related diseases"	-Inf	1	"Pyrimidine metabolism and related diseases"	""	0
"Vitamin B6 dependent and responsive disorders"	-Inf	1	"Vitamin B6 dependent and responsive disorders"	""	0
"Acrylamide biotransformation and exposure biomarkers"	-Inf	1	"Acrylamide biotransformation and exposure biomarkers"	""	0
"Krebs cycle disorders"	-Inf	1	"Krebs cycle disorders"	""	0
"Flavan 3 ol metabolic pathway"	-Inf	1	"Flavan 3 ol metabolic pathway"	""	0
"Epithelial to mesenchymal transition in colorectal cancer"	-Inf	0.267786201524523	"Epithelial to mesenchymal transition in colorectal cancer"	""	0
"Regulation of sister chromatid separation at the metaphase anaphase transition"	-Inf	1	"Regulation of sister chromatid separation at the metaphase anaphase transition"	""	0
"Type 2 papillary renal cell carcinoma"	-Inf	1	"Type 2 papillary renal cell carcinoma"	""	0
"Hedgehog signaling pathway"	-0.0298312234511058	0.428295188787644	"Hedgehog signaling pathway"	"1455"	1
"Non small cell lung cancer"	0.111031312388744	0.575915284231985	"Non small cell lung cancer"	"1021"	1
"lncRNA in canonical Wnt signaling and colorectal cancer"	-0.31781198641513	1	"lncRNA in canonical Wnt signaling and colorectal cancer"	"1021"	1
"Disorders of folate metabolism and transport"	-Inf	1	"Disorders of folate metabolism and transport"	""	0
"Breast cancer pathway"	-1.10341235583221	1	"Breast cancer pathway"	"1021"	1
"Pancreatic adenocarcinoma pathway"	-0.261777951500803	1	"Pancreatic adenocarcinoma pathway"	"1021"	1
"Ethanol metabolism production of ROS by CYP2E1"	-Inf	1	"Ethanol metabolism production of ROS by CYP2E1"	""	0
"Vitamin B12 disorders"	-Inf	1	"Vitamin B12 disorders"	""	0
"Wnt signaling"	-Inf	0.646607189171357	"Wnt signaling"	""	0
"Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"	-Inf	1	"Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"	""	0
"MTHFR deficiency"	1.75257734147627	0.248078862883178	"MTHFR deficiency"	"1786"	1
"Metabolic reprogramming in colon cancer"	-Inf	1	"Metabolic reprogramming in colon cancer"	""	0
"Methionine metabolism leading to sulfur amino acids and related disorders"	-Inf	1	"Methionine metabolism leading to sulfur amino acids and related disorders"	""	0
"Thiamine metabolic pathways"	-Inf	1	"Thiamine metabolic pathways"	""	0
"Acute viral myocarditis"	-Inf	0.628081551645035	"Acute viral myocarditis"	""	0
"Lamin A processing pathway"	-Inf	1	"Lamin A processing pathway"	""	0
"Oxidation by cytochrome P450"	1.18698016562204	0.17418980042887	"Oxidation by cytochrome P450"	"11283;54905"	2
"Statin inhibition of cholesterol production"	-Inf	1	"Statin inhibition of cholesterol production"	""	0
"Extracellular vesicles in the crosstalk of cardiac cells"	-Inf	1	"Extracellular vesicles in the crosstalk of cardiac cells"	""	0
"Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"	-Inf	1	"Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"	""	0
"Oligodendrocyte specification and differentiation leading to myelin components for CNS"	-Inf	1	"Oligodendrocyte specification and differentiation leading to myelin components for CNS"	""	0
"Rett syndrome"	-Inf	1	"Rett syndrome"	""	0
"Ferroptosis"	0.0926527830738891	0.538880936321849	"Ferroptosis"	"4891"	1
"miRNA degrading enzymes"	-Inf	1	"miRNA degrading enzymes"	""	0
"Mitochondrial fatty acid synthesis pathway"	-Inf	1	"Mitochondrial fatty acid synthesis pathway"	""	0
"Effect of progerin on genes involved in progeria"	0.589078609193388	0.355903050542153	"Effect of progerin on genes involved in progeria"	"8353"	1
"Thermogenesis"	-0.397982335099114	1	"Thermogenesis"	"196883"	1
"Mitochondrial complex I assembly model OXPHOS system"	-Inf	1	"Mitochondrial complex I assembly model OXPHOS system"	""	0
"miRNA role in immune response in sepsis"	-Inf	1	"miRNA role in immune response in sepsis"	""	0
"Neovascularization processes"	-Inf	1	"Neovascularization processes"	""	0
"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	-Inf	0.628631726891443	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	""	0
"ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"	-Inf	1	"ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"	""	0
"Non genomic actions of 1 25 dihydroxyvitamin D3"	-Inf	1	"Non genomic actions of 1 25 dihydroxyvitamin D3"	""	0
"Vitamins A and D action mechanisms"	-Inf	1	"Vitamins A and D action mechanisms"	""	0
"Ciliary landscape"	-0.442770256845952	1	"Ciliary landscape"	"10432;26160"	2
"NRF2 ARE regulation"	-Inf	1	"NRF2 ARE regulation"	""	0
"EGF EGFR signaling pathway"	-1.19602350601709	1	"EGF EGFR signaling pathway"	"50807"	1
"Non homologous end joining"	-Inf	1	"Non homologous end joining"	""	0
"Bile acids synthesis and enterohepatic circulation "	-Inf	1	"Bile acids synthesis and enterohepatic circulation "	""	0
"Nonalcoholic fatty liver disease"	-0.92549456363637	1	"Nonalcoholic fatty liver disease"	"51085"	1
"Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors"	-Inf	1	"Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors"	""	0
"MicroRNA network associated with chronic lymphocytic leukemia"	-Inf	1	"MicroRNA network associated with chronic lymphocytic leukemia"	""	0
"FABP4 in ovarian cancer"	-Inf	1	"FABP4 in ovarian cancer"	""	0
"Platelet mediated interactions with vascular and circulating cells"	-Inf	1	"Platelet mediated interactions with vascular and circulating cells"	""	0
"LTF danger signal response pathway"	-Inf	1	"LTF danger signal response pathway"	""	0
"Supression of HMGB1 mediated inflammation by THBD"	-Inf	1	"Supression of HMGB1 mediated inflammation by THBD"	""	0
"Altered glycosylation of MUC1 in tumor microenvironment"	-Inf	1	"Altered glycosylation of MUC1 in tumor microenvironment"	""	0
"Resistin as a regulator of inflammation"	1.14850601780741	0.324468310502323	"Resistin as a regulator of inflammation"	"3708"	1
"Vitamin D in inflammatory diseases"	-Inf	1	"Vitamin D in inflammatory diseases"	""	0
"Relationship between inflammation COX 2 and EGFR"	-Inf	1	"Relationship between inflammation COX 2 and EGFR"	""	0
"Control of immune tolerance by vasoactive intestinal peptide"	-Inf	1	"Control of immune tolerance by vasoactive intestinal peptide"	""	0
"Cells and molecules involved in local acute inflammatory response "	-Inf	1	"Cells and molecules involved in local acute inflammatory response "	""	0
"Selective expression of chemokine receptors during T cell polarization"	-Inf	1	"Selective expression of chemokine receptors during T cell polarization"	""	0
"IL 10 anti inflammatory signaling pathway "	-Inf	1	"IL 10 anti inflammatory signaling pathway "	""	0
"Signal transduction through IL1R"	-Inf	1	"Signal transduction through IL1R"	""	0
"G1 to S cell cycle control"	-0.0298312234511058	0.533335307173586	"G1 to S cell cycle control"	"1021"	1
"Cysteine and methionine catabolism"	-Inf	1	"Cysteine and methionine catabolism"	""	0
"Tyrosine metabolism and related disorders"	-Inf	1	"Tyrosine metabolism and related disorders"	""	0
"Molybdenum cofactor Moco biosynthesis"	-Inf	1	"Molybdenum cofactor Moco biosynthesis"	""	0
"Gamma glutamyl cycle for the biosynthesis and degradation of glutathione including diseases"	-Inf	1	"Gamma glutamyl cycle for the biosynthesis and degradation of glutathione including diseases"	""	0
"Cerebral organic acidurias including diseases"	-Inf	1	"Cerebral organic acidurias including diseases"	""	0
"Glycosylation and related congenital defects"	-Inf	1	"Glycosylation and related congenital defects"	""	0
"Metabolic pathway of LDL HDL and TG including diseases"	-Inf	1	"Metabolic pathway of LDL HDL and TG including diseases"	""	0
"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	-Inf	1	"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	""	0
"Alternative pathway of fetal androgen synthesis"	-Inf	1	"Alternative pathway of fetal androgen synthesis"	""	0
"Inflammatory response pathway"	-Inf	1	"Inflammatory response pathway"	""	0
"Intraflagellar transport proteins binding to dynein"	-Inf	1	"Intraflagellar transport proteins binding to dynein"	""	0
"Transcription co factors SKI and SKIL protein partners"	-Inf	1	"Transcription co factors SKI and SKIL protein partners"	""	0
"Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms"	-Inf	1	"Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms"	""	0
"Envelope proteins and their potential roles in EDMD physiopathology"	0.24668641174631	0.42143445662381	"Envelope proteins and their potential roles in EDMD physiopathology"	"196883"	1
"Genes related to primary cilium development based on CRISPR "	-0.290066995932226	1	"Genes related to primary cilium development based on CRISPR "	"26160"	1
"Hippo YAP signaling"	-Inf	1	"Hippo YAP signaling"	""	0
"Regulatory circuits of the STAT3 signaling pathway"	-Inf	1	"Regulatory circuits of the STAT3 signaling pathway"	""	0
"Synaptic signaling pathways associated with autism spectrum disorder"	-Inf	1	"Synaptic signaling pathways associated with autism spectrum disorder"	""	0
"Hippo signaling regulation pathways"	-Inf	0.632528899709753	"Hippo signaling regulation pathways"	""	0
"Hippo Merlin signaling dysregulation"	-Inf	0.406747398929704	"Hippo Merlin signaling dysregulation"	""	0
"Leukocyte intrinsic Hippo pathway functions"	-0.0129574048867097	0.340371035813636	"Leukocyte intrinsic Hippo pathway functions"	"90417"	1
"Oxysterols derived from cholesterol"	-Inf	1	"Oxysterols derived from cholesterol"	""	0
"Fragile X syndrome"	-1.02983122345111	1	"Fragile X syndrome"	"3708"	1
"GPCRs class A rhodopsin like"	-Inf	0.0772889192145415	"GPCRs class A rhodopsin like"	""	0
"FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma"	1.22650852980868	0.324468310502323	"FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma"	"8353"	1
"Overview of interferons mediated signaling pathway"	-Inf	1	"Overview of interferons mediated signaling pathway"	""	0
"Interactions between immune cells and microRNAs in tumor microenvironment"	-Inf	1	"Interactions between immune cells and microRNAs in tumor microenvironment"	""	0
"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	1.35203941189254	0.192463175482218	"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	"3708"	1
"Cell migration and invasion through p75NTR"	-Inf	1	"Cell migration and invasion through p75NTR"	""	0
"Canonical NF kB pathway"	-Inf	1	"Canonical NF kB pathway"	""	0
"Neural crest cell migration during development"	-Inf	1	"Neural crest cell migration during development"	""	0
"Neural crest cell migration in cancer"	-Inf	1	"Neural crest cell migration in cancer"	""	0
"Translation inhibitors in chronically activated PDGFRA cells"	-Inf	1	"Translation inhibitors in chronically activated PDGFRA cells"	""	0
"Urea cycle and related diseases"	-Inf	1	"Urea cycle and related diseases"	""	0
"Neurodegeneration with brain iron accumulation NBIA subtypes pathway"	0.53845253612342	0.40746753712524	"Neurodegeneration with brain iron accumulation NBIA subtypes pathway"	"8408"	1
"Cancer immunotherapy by CTLA4 blockade"	-Inf	1	"Cancer immunotherapy by CTLA4 blockade"	""	0
"Biomarkers for urea cycle disorders"	-Inf	1	"Biomarkers for urea cycle disorders"	""	0
"Biomarkers for pyrimidine metabolism disorders"	-Inf	1	"Biomarkers for pyrimidine metabolism disorders"	""	0
"Cancer immunotherapy by PD 1 blockade"	-Inf	1	"Cancer immunotherapy by PD 1 blockade"	""	0
"Metabolism of alpha linolenic acid"	-Inf	1	"Metabolism of alpha linolenic acid"	""	0
"Major receptors targeted by epinephrine and norepinephrine"	2.39643353125099	0.173034412570585	"Major receptors targeted by epinephrine and norepinephrine"	"196883"	1
"Urea cycle and associated pathways"	-Inf	1	"Urea cycle and associated pathways"	""	0
"Aerobic glycolysis"	-Inf	1	"Aerobic glycolysis"	""	0
"Measles virus infection"	-0.907347216926111	1	"Measles virus infection"	"1021"	1
"Tryptophan metabolism"	1.56354351708625	0.0573957604433405	"Tryptophan metabolism"	"125061;26"	2
"Cytosolic DNA sensing pathway"	1.02139409990407	0.217053673047798	"Cytosolic DNA sensing pathway"	"90865;11035"	2
"Joubert syndrome"	-Inf	1	"Joubert syndrome"	""	0
"22q11 2 copy number variation syndrome"	-Inf	0.407396148521951	"22q11 2 copy number variation syndrome"	""	0
"Small cell lung cancer"	-0.290066995932226	1	"Small cell lung cancer"	"1021"	1
"Gastrin signaling pathway"	-Inf	0.647726353492937	"Gastrin signaling pathway"	""	0
"DNA replication"	-Inf	1	"DNA replication"	""	0
"Amino acid metabolism pathway excerpt histidine catabolism extension"	-Inf	1	"Amino acid metabolism pathway excerpt histidine catabolism extension"	""	0
"Hepatitis B infection"	-1.31781198641513	1	"Hepatitis B infection"	"3339"	1
"Male infertility"	-1.13494792926532	1	"Male infertility"	"23304"	1
"Head and neck squamous cell carcinoma"	0.0926527830738891	0.585944722293073	"Head and neck squamous cell carcinoma"	"1021"	1
"Melanoma"	0.24668641174631	0.55512935261825	"Melanoma"	"1021"	1
"Leucine isoleucine and valine metabolism"	-Inf	1	"Leucine isoleucine and valine metabolism"	""	0
"Serine metabolism"	-Inf	1	"Serine metabolism"	""	0
"Vitamin D sensitive calcium signaling in depression"	0.841844679573355	0.355903050542153	"Vitamin D sensitive calcium signaling in depression"	"3708"	1
"Pathways of nucleic acid metabolism and innate immune sensing"	-Inf	1	"Pathways of nucleic acid metabolism and innate immune sensing"	""	0
"Cholesterol metabolism with Bloch and Kandutsch Russell pathways"	-Inf	1	"Cholesterol metabolism with Bloch and Kandutsch Russell pathways"	""	0
"Eicosanoid metabolism via cyclooxygenases COX "	-Inf	1	"Eicosanoid metabolism via cyclooxygenases COX "	""	0
"Eicosanoid metabolism via cytochrome P450 monooxygenases pathway"	-Inf	1	"Eicosanoid metabolism via cytochrome P450 monooxygenases pathway"	""	0
"Eicosanoid metabolism via lipooxygenases LOX "	-Inf	1	"Eicosanoid metabolism via lipooxygenases LOX "	""	0
"Glycerolipids and glycerophospholipids"	-Inf	1	"Glycerolipids and glycerophospholipids"	""	0
"Omega 3 omega 6 fatty acid synthesis"	-Inf	1	"Omega 3 omega 6 fatty acid synthesis"	""	0
"Omega 9 fatty acid synthesis"	-Inf	1	"Omega 9 fatty acid synthesis"	""	0
"Sphingolipid metabolism overview"	-Inf	1	"Sphingolipid metabolism overview"	""	0
"Sphingolipid metabolism integrated pathway"	-Inf	1	"Sphingolipid metabolism integrated pathway"	""	0
"Endochondral ossification"	-Inf	1	"Endochondral ossification"	""	0
"Ketogenesis and ketolysis"	-Inf	1	"Ketogenesis and ketolysis"	""	0
"Thyroid hormones production and peripheral downstream signaling effects"	-Inf	0.62993854864598	"Thyroid hormones production and peripheral downstream signaling effects"	""	0
"Netrin UNC5B signaling pathway"	-Inf	1	"Netrin UNC5B signaling pathway"	""	0
"HIPK2 in kidney fibrosis"	-Inf	1	"HIPK2 in kidney fibrosis"	""	0
"Base excision repair"	-Inf	1	"Base excision repair"	""	0
"Nucleotide excision repair"	-Inf	1	"Nucleotide excision repair"	""	0
"IL 18 signaling pathway"	-Inf	1	"IL 18 signaling pathway"	""	0
"Renin angiotensin aldosterone system RAAS "	0.937001912613695	0.40746753712524	"Renin angiotensin aldosterone system RAAS "	"3708"	1
"Nephrotic syndrome"	-Inf	1	"Nephrotic syndrome"	""	0
"PKC gamma calcium signaling pathway in ataxia"	1.9370019126137	0.229975107498191	"PKC gamma calcium signaling pathway in ataxia"	"3708"	1
"FGFR3 signaling in chondrocyte proliferation and terminal differentiation"	-Inf	1	"FGFR3 signaling in chondrocyte proliferation and terminal differentiation"	""	0
"Cytoplasmic ribosomal proteins"	-Inf	0.628420375657133	"Cytoplasmic ribosomal proteins"	""	0
"Proteoglycan biosynthesis"	-Inf	1	"Proteoglycan biosynthesis"	""	0
"Somitogenesis in the context of spondylocostal dysostosis"	-Inf	1	"Somitogenesis in the context of spondylocostal dysostosis"	""	0
"Type I collagen synthesis in the context of osteogenesis imperfecta"	1.22650852980868	0.324468310502323	"Type I collagen synthesis in the context of osteogenesis imperfecta"	"3708"	1
"Osteoblast differentiation and related diseases"	-Inf	0.4067097743233	"Osteoblast differentiation and related diseases"	""	0
"Autosomal recessive osteopetrosis pathways"	-Inf	1	"Autosomal recessive osteopetrosis pathways"	""	0
"Multiple epiphyseal dysplasia and pseudoachondroplasia genes"	-Inf	1	"Multiple epiphyseal dysplasia and pseudoachondroplasia genes"	""	0
"FGF23 signaling in hypophosphatemic rickets and related disorders"	-Inf	1	"FGF23 signaling in hypophosphatemic rickets and related disorders"	""	0
"Purine metabolism"	-Inf	1	"Purine metabolism"	""	0
"Downregulation of ACE2 by SARS CoV 2 spike protein"	-Inf	1	"Downregulation of ACE2 by SARS CoV 2 spike protein"	""	0
"Ciliopathies"	-1.56935075341109	0.727024394618326	"Ciliopathies"	"26160"	1
"Cholesterol biosynthesis with skeletal dysplasias"	-Inf	1	"Cholesterol biosynthesis with skeletal dysplasias"	""	0
"EGFR tyrosine kinase inhibitor resistance"	-Inf	0.628071003161049	"EGFR tyrosine kinase inhibitor resistance"	""	0
"Endochondral ossification with skeletal dysplasias"	-Inf	1	"Endochondral ossification with skeletal dysplasias"	""	0
"Insulin signaling"	-Inf	0.267274139966181	"Insulin signaling"	""	0
"Somatic sex determination"	-Inf	1	"Somatic sex determination"	""	0
"Glycosaminoglycan degradation"	-Inf	1	"Glycosaminoglycan degradation"	""	0
"TGF beta receptor signaling in skeletal dysplasias"	-Inf	1	"TGF beta receptor signaling in skeletal dysplasias"	""	0
"Conversion of angiotensinogen to angiotensin II "	-Inf	1	"Conversion of angiotensinogen to angiotensin II "	""	0
"Genes controlling nephrogenesis"	-Inf	1	"Genes controlling nephrogenesis"	""	0
"mBDNF and proBDNF regulation of GABA neurotransmission"	-Inf	1	"mBDNF and proBDNF regulation of GABA neurotransmission"	""	0
"GDNF RET signaling axis"	-Inf	1	"GDNF RET signaling axis"	""	0
"Regucalcin in proximal tubule epithelial kidney cells"	-Inf	1	"Regucalcin in proximal tubule epithelial kidney cells"	""	0
"Mammalian disorder of sexual development"	-Inf	1	"Mammalian disorder of sexual development"	""	0
"Influence of laminopathies on Wnt signaling"	0.53845253612342	0.355903050542153	"Influence of laminopathies on Wnt signaling"	"1021"	1
"SARS CoV 2 and COVID 19 pathway"	-Inf	1	"SARS CoV 2 and COVID 19 pathway"	""	0
"Linoleic acid metabolism affected by SARS CoV 2"	-Inf	1	"Linoleic acid metabolism affected by SARS CoV 2"	""	0
"Intracellular trafficking proteins involved in CMT neuropathy"	-Inf	1	"Intracellular trafficking proteins involved in CMT neuropathy"	""	0
"Hijack of ubiquitination by SARS CoV 2"	-Inf	1	"Hijack of ubiquitination by SARS CoV 2"	""	0
"Endoplasmic reticulum stress response in coronavirus infection"	-Inf	1	"Endoplasmic reticulum stress response in coronavirus infection"	""	0
"Host pathogen interaction of human coronaviruses autophagy"	1.44223722086412	0.20200739985898	"Host pathogen interaction of human coronaviruses autophagy"	"8408"	1
"Host pathogen interaction of human coronaviruses apoptosis"	-Inf	1	"Host pathogen interaction of human coronaviruses apoptosis"	""	0
"Type I interferon induction and signaling during SARS CoV 2 infection"	-Inf	1	"Type I interferon induction and signaling during SARS CoV 2 infection"	""	0
