"ES"	"p_val"	"path"	"hits"	"hits_n"
"Canonical and non canonical TGF B signaling"	-Inf	1	"Canonical and non canonical TGF B signaling"	""	0
"ATR signaling"	-Inf	1	"ATR signaling"	""	0
"BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation"	-Inf	1	"BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation"	""	0
"MYD88 distinct input output pathway"	-Inf	1	"MYD88 distinct input output pathway"	""	0
"ATM signaling in development and disease "	0.191275647330898	0.485571531720117	"ATM signaling in development and disease "	"5600"	1
"4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression"	-Inf	1	"4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression"	""	0
"VEGFA VEGFR2 signaling"	-Inf	0.00472071450393893	"VEGFA VEGFR2 signaling"	""	0
"Nanomaterial induced inflammasome activation"	-Inf	1	"Nanomaterial induced inflammasome activation"	""	0
"Benzene metabolism"	-Inf	1	"Benzene metabolism"	""	0
"Development of pulmonary dendritic cells and macrophage subsets"	1.01618894077281	0.167632895222882	"Development of pulmonary dendritic cells and macrophage subsets"	"1437"	1
"Development and heterogeneity of the ILC family"	-Inf	1	"Development and heterogeneity of the ILC family"	""	0
"Dengue 2 interactions with complement and coagulation cascades"	-Inf	1	"Dengue 2 interactions with complement and coagulation cascades"	""	0
"Mitochondrial gene expression"	1.89754444427419	0.235291895147978	"Mitochondrial gene expression"	"23082"	1
"Angiopoietin like protein 8 regulatory pathway"	-1.06398140791118	1	"Angiopoietin like protein 8 regulatory pathway"	"5600"	1
"Hfe effect on hepcidin production"	-Inf	1	"Hfe effect on hepcidin production"	""	0
"Amino acid metabolism"	-Inf	0.640461481541254	"Amino acid metabolism"	""	0
"ApoE and miR 146 in inflammation and atherosclerosis"	-Inf	1	"ApoE and miR 146 in inflammation and atherosclerosis"	""	0
"BMP signaling in eyelid development"	-Inf	1	"BMP signaling in eyelid development"	""	0
"Chemokine signaling pathway"	-0.322133592365224	1	"Chemokine signaling pathway"	"7409;3551"	2
"EDA signaling in hair follicle development"	-Inf	1	"EDA signaling in hair follicle development"	""	0
"Embryonic stem cell pluripotency pathways"	-Inf	0.415128990093839	"Embryonic stem cell pluripotency pathways"	""	0
"Focal adhesion PI3K Akt mTOR signaling pathway"	-2.15373606066951	0.132381882651855	"Focal adhesion PI3K Akt mTOR signaling pathway"	"3551"	1
"Kennedy pathway from sphingolipids"	-Inf	1	"Kennedy pathway from sphingolipids"	""	0
"Leptin and adiponectin"	-Inf	1	"Leptin and adiponectin"	""	0
"Leptin insulin signaling overlap"	-Inf	1	"Leptin insulin signaling overlap"	""	0
"Microglia pathogen phagocytosis pathway"	0.560509456996617	0.431904339275828	"Microglia pathogen phagocytosis pathway"	"7409"	1
"miR 222 in exercise induced cardiac growth"	-Inf	1	"miR 222 in exercise induced cardiac growth"	""	0
"One carbon metabolism and related pathways"	-Inf	1	"One carbon metabolism and related pathways"	""	0
"Oxidative damage response"	0.823543862830411	0.431904339275828	"Oxidative damage response"	"7186"	1
"PPAR signaling pathway"	-Inf	1	"PPAR signaling pathway"	""	0
"Robo4 and VEGF signaling pathways crosstalk"	-Inf	1	"Robo4 and VEGF signaling pathways crosstalk"	""	0
"Serotonin and anxiety related events"	-Inf	1	"Serotonin and anxiety related events"	""	0
"TYROBP causal network in microglia"	-Inf	0.999999999999999	"TYROBP causal network in microglia"	""	0
"Serotonin and anxiety"	-Inf	1	"Serotonin and anxiety"	""	0
"IL 4 signaling pathway"	1.14547195771777	0.154820412638127	"IL 4 signaling pathway"	"5600;3551"	2
"mRNA protein and metabolite inducation pathway by cyclosporin A"	-Inf	1	"mRNA protein and metabolite inducation pathway by cyclosporin A"	""	0
"GPR40 pathway"	-Inf	1	"GPR40 pathway"	""	0
"DNA IR double strand breaks and cellular response via ATM"	-Inf	1	"DNA IR double strand breaks and cellular response via ATM"	""	0
"Mevalonate pathway"	-Inf	1	"Mevalonate pathway"	""	0
"Lipid metabolism pathway"	-Inf	1	"Lipid metabolism pathway"	""	0
"miR 509 3p alteration of YAP1 ECM axis"	-Inf	1	"miR 509 3p alteration of YAP1 ECM axis"	""	0
"H19 action Rb E2F1 signaling and CDK Beta catenin activity"	-Inf	1	"H19 action Rb E2F1 signaling and CDK Beta catenin activity"	""	0
"OSX and miRNAs in tooth development"	-Inf	1	"OSX and miRNAs in tooth development"	""	0
"PDGFR beta pathway"	-Inf	1	"PDGFR beta pathway"	""	0
"miRNA regulation of prostate cancer signaling pathways"	-Inf	1	"miRNA regulation of prostate cancer signaling pathways"	""	0
"miRNA regulation of p53 pathway in prostate cancer"	-Inf	1	"miRNA regulation of p53 pathway in prostate cancer"	""	0
"Wnt signaling pathway and pluripotency"	-0.56877355994835	1	"Wnt signaling pathway and pluripotency"	"333926"	1
"Prion disease pathway"	-Inf	1	"Prion disease pathway"	""	0
"Ethanol effects on histone modifications"	-Inf	1	"Ethanol effects on histone modifications"	""	0
"Prader Willi and Angelman syndrome"	-Inf	0.409582945639173	"Prader Willi and Angelman syndrome"	""	0
"p38 MAPK signaling pathway"	0.936018592088824	0.390206652543109	"p38 MAPK signaling pathway"	"7186"	1
"NO cGMP PKG mediated neuroprotection"	-Inf	1	"NO cGMP PKG mediated neuroprotection"	""	0
"DNA IR damage and cellular response via ATR"	-0.526953384253722	1	"DNA IR damage and cellular response via ATR"	"22897"	1
"Clear cell renal cell carcinoma pathways"	-Inf	0.634451186641739	"Clear cell renal cell carcinoma pathways"	""	0
"SCFA and skeletal muscle substrate metabolism"	-Inf	1	"SCFA and skeletal muscle substrate metabolism"	""	0
"Eukaryotic transcription initiation"	-Inf	1	"Eukaryotic transcription initiation"	""	0
"Oxidative stress response"	-Inf	1	"Oxidative stress response"	""	0
"Exercise induced circadian regulation"	0.338117035660169	0.492816145652106	"Exercise induced circadian regulation"	"5187"	1
"mRNA processing"	-0.920617232739999	1	"mRNA processing"	"3276"	1
"Fibrin complement receptor 3 signaling pathway"	0.445032239576681	0.455552568330103	"Fibrin complement receptor 3 signaling pathway"	"3551"	1
"PI3K AKT mTOR vitamin D3 signaling"	-Inf	1	"PI3K AKT mTOR vitamin D3 signaling"	""	0
"Metabolism of sphingolipids in ER and Golgi apparatus"	-Inf	1	"Metabolism of sphingolipids in ER and Golgi apparatus"	""	0
"Macrophage markers"	-Inf	1	"Macrophage markers"	""	0
"PTF1A related regulatory pathway"	-Inf	1	"PTF1A related regulatory pathway"	""	0
"Splicing factor NOVA regulated synaptic proteins"	-Inf	1	"Splicing factor NOVA regulated synaptic proteins"	""	0
"White fat cell differentiation"	-Inf	1	"White fat cell differentiation"	""	0
"Wnt signaling in kidney disease"	-Inf	1	"Wnt signaling in kidney disease"	""	0
"Degradation pathway of sphingolipids including diseases"	-Inf	1	"Degradation pathway of sphingolipids including diseases"	""	0
"Endometrial cancer"	-Inf	1	"Endometrial cancer"	""	0
"Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine"	-Inf	1	"Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine"	""	0
"GABA metabolism aka GHB "	-Inf	1	"GABA metabolism aka GHB "	""	0
"GABA receptor signaling"	0.78791995309969	0.354675023951211	"GABA receptor signaling"	"2564"	1
"PI3K Akt signaling pathway"	-2.28498059394776	0.0941043538714113	"PI3K Akt signaling pathway"	"3551"	1
"Metabolism of tetrahydrocannabinol THC "	-Inf	1	"Metabolism of tetrahydrocannabinol THC "	""	0
"Somatroph axis GH and its relationship to dietary restriction and aging"	-Inf	1	"Somatroph axis GH and its relationship to dietary restriction and aging"	""	0
"Mevalonate arm of cholesterol biosynthesis pathway with inhibitors"	-Inf	1	"Mevalonate arm of cholesterol biosynthesis pathway with inhibitors"	""	0
"Mevalonate arm of cholesterol biosynthesis pathway"	-Inf	1	"Mevalonate arm of cholesterol biosynthesis pathway"	""	0
"Caloric restriction and aging"	-Inf	1	"Caloric restriction and aging"	""	0
"Hormonal control of pubertal growth spurt"	-Inf	1	"Hormonal control of pubertal growth spurt"	""	0
"Immune response to tuberculosis"	-Inf	1	"Immune response to tuberculosis"	""	0
"Tumor suppressor activity of SMARCB1"	-Inf	1	"Tumor suppressor activity of SMARCB1"	""	0
"MET in type 1 papillary renal cell carcinoma"	-Inf	1	"MET in type 1 papillary renal cell carcinoma"	""	0
"Hereditary leiomyomatosis and renal cell carcinoma pathway"	-Inf	1	"Hereditary leiomyomatosis and renal cell carcinoma pathway"	""	0
"Tryptophan catabolism leading to NAD production"	-Inf	1	"Tryptophan catabolism leading to NAD production"	""	0
"Transcriptional cascade regulating adipogenesis"	-Inf	1	"Transcriptional cascade regulating adipogenesis"	""	0
"Chromosomal and microsatellite instability in colorectal cancer "	-Inf	0.628109680753719	"Chromosomal and microsatellite instability in colorectal cancer "	""	0
"Ebola virus infection in host"	-0.963052499060396	1	"Ebola virus infection in host"	"7020"	1
"MAPK cascade"	-Inf	1	"MAPK cascade"	""	0
"Neurotransmitter disorders"	-Inf	1	"Neurotransmitter disorders"	""	0
"Phosphodiesterases in neuronal function"	-Inf	1	"Phosphodiesterases in neuronal function"	""	0
"Ras signaling"	-1.4765798617386	0.523612350929938	"Ras signaling"	"3551"	1
"Purine metabolism and related disorders"	-Inf	1	"Purine metabolism and related disorders"	""	0
"Pyrimidine metabolism and related diseases"	-Inf	1	"Pyrimidine metabolism and related diseases"	""	0
"Vitamin B6 dependent and responsive disorders"	-Inf	1	"Vitamin B6 dependent and responsive disorders"	""	0
"Acrylamide biotransformation and exposure biomarkers"	-Inf	1	"Acrylamide biotransformation and exposure biomarkers"	""	0
"Krebs cycle disorders"	-Inf	1	"Krebs cycle disorders"	""	0
"Flavan 3 ol metabolic pathway"	-Inf	1	"Flavan 3 ol metabolic pathway"	""	0
"Epithelial to mesenchymal transition in colorectal cancer"	-1.39368685339026	0.729991235308593	"Epithelial to mesenchymal transition in colorectal cancer"	"5600"	1
"Regulation of sister chromatid separation at the metaphase anaphase transition"	-Inf	1	"Regulation of sister chromatid separation at the metaphase anaphase transition"	""	0
"Type 2 papillary renal cell carcinoma"	-Inf	1	"Type 2 papillary renal cell carcinoma"	""	0
"Hedgehog signaling pathway"	-0.280792796984325	0.485571531720117	"Hedgehog signaling pathway"	"374654"	1
"Non small cell lung cancer"	-Inf	0.627993773769284	"Non small cell lung cancer"	""	0
"lncRNA in canonical Wnt signaling and colorectal cancer"	-0.56877355994835	1	"lncRNA in canonical Wnt signaling and colorectal cancer"	"7020"	1
"Disorders of folate metabolism and transport"	-Inf	1	"Disorders of folate metabolism and transport"	""	0
"Breast cancer pathway"	-Inf	0.282365496844734	"Breast cancer pathway"	""	0
"Pancreatic adenocarcinoma pathway"	-0.512739525034021	1	"Pancreatic adenocarcinoma pathway"	"3551"	1
"Ethanol metabolism production of ROS by CYP2E1"	-Inf	1	"Ethanol metabolism production of ROS by CYP2E1"	""	0
"Vitamin B12 disorders"	-Inf	1	"Vitamin B12 disorders"	""	0
"Wnt signaling"	-Inf	0.412426342728996	"Wnt signaling"	""	0
"Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"	-Inf	1	"Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"	""	0
"MTHFR deficiency"	-Inf	1	"MTHFR deficiency"	""	0
"Metabolic reprogramming in colon cancer"	-Inf	1	"Metabolic reprogramming in colon cancer"	""	0
"Methionine metabolism leading to sulfur amino acids and related disorders"	-Inf	1	"Methionine metabolism leading to sulfur amino acids and related disorders"	""	0
"Thiamine metabolic pathways"	-Inf	1	"Thiamine metabolic pathways"	""	0
"Acute viral myocarditis"	-Inf	0.634451186641739	"Acute viral myocarditis"	""	0
"Lamin A processing pathway"	-Inf	1	"Lamin A processing pathway"	""	0
"Oxidation by cytochrome P450"	-Inf	1	"Oxidation by cytochrome P450"	""	0
"Statin inhibition of cholesterol production"	-Inf	1	"Statin inhibition of cholesterol production"	""	0
"Extracellular vesicles in the crosstalk of cardiac cells"	1.68604033908048	0.256609871505098	"Extracellular vesicles in the crosstalk of cardiac cells"	"10611"	1
"Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"	-Inf	1	"Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"	""	0
"Oligodendrocyte specification and differentiation leading to myelin components for CNS"	-Inf	1	"Oligodendrocyte specification and differentiation leading to myelin components for CNS"	""	0
"Rett syndrome"	0.501615767943049	0.492816145652106	"Rett syndrome"	"9001"	1
"Ferroptosis"	-Inf	1	"Ferroptosis"	""	0
"miRNA degrading enzymes"	-Inf	1	"miRNA degrading enzymes"	""	0
"Mitochondrial fatty acid synthesis pathway"	-Inf	1	"Mitochondrial fatty acid synthesis pathway"	""	0
"Effect of progerin on genes involved in progeria"	-Inf	1	"Effect of progerin on genes involved in progeria"	""	0
"Thermogenesis"	-0.648943908632333	1	"Thermogenesis"	"5600"	1
"Mitochondrial complex I assembly model OXPHOS system"	-Inf	1	"Mitochondrial complex I assembly model OXPHOS system"	""	0
"miRNA role in immune response in sepsis"	-0.362322682480923	0.59587822269803	"miRNA role in immune response in sepsis"	"3551"	1
"Neovascularization processes"	-Inf	1	"Neovascularization processes"	""	0
"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	-Inf	0.638281168619088	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	""	0
"ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"	-Inf	1	"ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"	""	0
"Non genomic actions of 1 25 dihydroxyvitamin D3"	0.530762113602565	0.282946553656207	"Non genomic actions of 1 25 dihydroxyvitamin D3"	"5600;3551"	2
"Vitamins A and D action mechanisms"	-Inf	1	"Vitamins A and D action mechanisms"	""	0
"Ciliary landscape"	-0.693731830379171	0.771489740013743	"Ciliary landscape"	"11020;7020"	2
"NRF2 ARE regulation"	-Inf	1	"NRF2 ARE regulation"	""	0
"EGF EGFR signaling pathway"	0.137977421170849	0.491701304932042	"EGF EGFR signaling pathway"	"10401;7409;9138"	3
"Non homologous end joining"	-Inf	1	"Non homologous end joining"	""	0
"Bile acids synthesis and enterohepatic circulation "	-Inf	1	"Bile acids synthesis and enterohepatic circulation "	""	0
"Nonalcoholic fatty liver disease"	-0.176456137169589	1	"Nonalcoholic fatty liver disease"	"7186;3551"	2
"Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors"	-Inf	1	"Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors"	""	0
"MicroRNA network associated with chronic lymphocytic leukemia"	-Inf	1	"MicroRNA network associated with chronic lymphocytic leukemia"	""	0
"FABP4 in ovarian cancer"	-Inf	1	"FABP4 in ovarian cancer"	""	0
"Platelet mediated interactions with vascular and circulating cells"	-Inf	1	"Platelet mediated interactions with vascular and circulating cells"	""	0
"LTF danger signal response pathway"	-Inf	1	"LTF danger signal response pathway"	""	0
"Supression of HMGB1 mediated inflammation by THBD"	2.23858136210925	0.119262502115401	"Supression of HMGB1 mediated inflammation by THBD"	"3551"	1
"Altered glycosylation of MUC1 in tumor microenvironment"	2.23858136210925	0.119262502115401	"Altered glycosylation of MUC1 in tumor microenvironment"	"3551"	1
"Resistin as a regulator of inflammation"	0.897544444274188	0.372690244782872	"Resistin as a regulator of inflammation"	"3551"	1
"Vitamin D in inflammatory diseases"	1.23858136210925	0.267046802285052	"Vitamin D in inflammatory diseases"	"3551"	1
"Relationship between inflammation COX 2 and EGFR"	-Inf	1	"Relationship between inflammation COX 2 and EGFR"	""	0
"Control of immune tolerance by vasoactive intestinal peptide"	-Inf	1	"Control of immune tolerance by vasoactive intestinal peptide"	""	0
"Cells and molecules involved in local acute inflammatory response "	-Inf	1	"Cells and molecules involved in local acute inflammatory response "	""	0
"Selective expression of chemokine receptors during T cell polarization"	0.590883106040136	0.345475973621814	"Selective expression of chemokine receptors during T cell polarization"	"1437"	1
"IL 10 anti inflammatory signaling pathway "	-Inf	1	"IL 10 anti inflammatory signaling pathway "	""	0
"Signal transduction through IL1R"	0.719207203015675	0.372690244782872	"Signal transduction through IL1R"	"3551"	1
"G1 to S cell cycle control"	-Inf	1	"G1 to S cell cycle control"	""	0
"Cysteine and methionine catabolism"	-Inf	1	"Cysteine and methionine catabolism"	""	0
"Tyrosine metabolism and related disorders"	-Inf	1	"Tyrosine metabolism and related disorders"	""	0
"Molybdenum cofactor Moco biosynthesis"	-Inf	1	"Molybdenum cofactor Moco biosynthesis"	""	0
"Gamma glutamyl cycle for the biosynthesis and degradation of glutathione including diseases"	-Inf	1	"Gamma glutamyl cycle for the biosynthesis and degradation of glutathione including diseases"	""	0
"Cerebral organic acidurias including diseases"	-Inf	1	"Cerebral organic acidurias including diseases"	""	0
"Glycosylation and related congenital defects"	-Inf	1	"Glycosylation and related congenital defects"	""	0
"Metabolic pathway of LDL HDL and TG including diseases"	-Inf	1	"Metabolic pathway of LDL HDL and TG including diseases"	""	0
"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	-Inf	1	"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	""	0
"Alternative pathway of fetal androgen synthesis"	-Inf	1	"Alternative pathway of fetal androgen synthesis"	""	0
"Inflammatory response pathway"	-Inf	1	"Inflammatory response pathway"	""	0
"Intraflagellar transport proteins binding to dynein"	1.10107783835932	0.317091425552516	"Intraflagellar transport proteins binding to dynein"	"11020"	1
"Transcription co factors SKI and SKIL protein partners"	-Inf	1	"Transcription co factors SKI and SKIL protein partners"	""	0
"Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms"	-Inf	1	"Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms"	""	0
"Envelope proteins and their potential roles in EDMD physiopathology"	-0.00427516178690877	0.478224317638828	"Envelope proteins and their potential roles in EDMD physiopathology"	"23353"	1
"Genes related to primary cilium development based on CRISPR "	-0.541028569465445	1	"Genes related to primary cilium development based on CRISPR "	"11020"	1
"Hippo YAP signaling"	1.44503223957668	0.267046802285052	"Hippo YAP signaling"	"23043"	1
"Regulatory circuits of the STAT3 signaling pathway"	0.026530884994266	0.298547053072962	"Regulatory circuits of the STAT3 signaling pathway"	"10401;5600"	2
"Synaptic signaling pathways associated with autism spectrum disorder"	-Inf	1	"Synaptic signaling pathways associated with autism spectrum disorder"	""	0
"Hippo signaling regulation pathways"	-Inf	0.649298882387875	"Hippo signaling regulation pathways"	""	0
"Hippo Merlin signaling dysregulation"	-Inf	0.419437534326914	"Hippo Merlin signaling dysregulation"	""	0
"Leukocyte intrinsic Hippo pathway functions"	-Inf	1	"Leukocyte intrinsic Hippo pathway functions"	""	0
"Oxysterols derived from cholesterol"	-Inf	1	"Oxysterols derived from cholesterol"	""	0
"Fragile X syndrome"	-Inf	0.420633640398691	"Fragile X syndrome"	""	0
"GPCRs class A rhodopsin like"	-Inf	0.0536601495157879	"GPCRs class A rhodopsin like"	""	0
"FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma"	-Inf	1	"FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma"	""	0
"Overview of interferons mediated signaling pathway"	-Inf	1	"Overview of interferons mediated signaling pathway"	""	0
"Interactions between immune cells and microRNAs in tumor microenvironment"	0.312581943553032	0.485571531720117	"Interactions between immune cells and microRNAs in tumor microenvironment"	"10401"	1
"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	-Inf	1	"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	""	0
"Cell migration and invasion through p75NTR"	-Inf	1	"Cell migration and invasion through p75NTR"	""	0
"Canonical NF kB pathway"	1.97554695627546	0.106740666721343	"Canonical NF kB pathway"	"3551"	1
"Neural crest cell migration during development"	-Inf	1	"Neural crest cell migration during development"	""	0
"Neural crest cell migration in cancer"	-Inf	1	"Neural crest cell migration in cancer"	""	0
"Translation inhibitors in chronically activated PDGFRA cells"	-Inf	1	"Translation inhibitors in chronically activated PDGFRA cells"	""	0
"Urea cycle and related diseases"	-Inf	1	"Urea cycle and related diseases"	""	0
"Neurodegeneration with brain iron accumulation NBIA subtypes pathway"	-Inf	1	"Neurodegeneration with brain iron accumulation NBIA subtypes pathway"	""	0
"Cancer immunotherapy by CTLA4 blockade"	-Inf	1	"Cancer immunotherapy by CTLA4 blockade"	""	0
"Biomarkers for urea cycle disorders"	-Inf	1	"Biomarkers for urea cycle disorders"	""	0
"Biomarkers for pyrimidine metabolism disorders"	-Inf	1	"Biomarkers for pyrimidine metabolism disorders"	""	0
"Cancer immunotherapy by PD 1 blockade"	-Inf	1	"Cancer immunotherapy by PD 1 blockade"	""	0
"Metabolism of alpha linolenic acid"	-Inf	1	"Metabolism of alpha linolenic acid"	""	0
"Major receptors targeted by epinephrine and norepinephrine"	-Inf	1	"Major receptors targeted by epinephrine and norepinephrine"	""	0
"Urea cycle and associated pathways"	-Inf	1	"Urea cycle and associated pathways"	""	0
"Aerobic glycolysis"	-Inf	1	"Aerobic glycolysis"	""	0
"Measles virus infection"	-0.15830879045933	0.716058955814965	"Measles virus infection"	"81607;3551"	2
"Tryptophan metabolism"	-Inf	1	"Tryptophan metabolism"	""	0
"Cytosolic DNA sensing pathway"	-0.229567473629152	1	"Cytosolic DNA sensing pathway"	"3551"	1
"Joubert syndrome"	0.653618861388099	0.288150903125146	"Joubert syndrome"	"51199;22897"	2
"22q11 2 copy number variation syndrome"	-Inf	0.424491376052893	"22q11 2 copy number variation syndrome"	""	0
"Small cell lung cancer"	0.458971430534555	0.390362023880577	"Small cell lung cancer"	"7186;3551"	2
"Gastrin signaling pathway"	-0.983811059227193	1	"Gastrin signaling pathway"	"3551"	1
"DNA replication"	-Inf	1	"DNA replication"	""	0
"Amino acid metabolism pathway excerpt histidine catabolism extension"	-Inf	1	"Amino acid metabolism pathway excerpt histidine catabolism extension"	""	0
"Hepatitis B infection"	-0.56877355994835	1	"Hepatitis B infection"	"5600;3551"	2
"Male infertility"	-0.385909502798539	1	"Male infertility"	"27030;9985"	2
"Head and neck squamous cell carcinoma"	-Inf	0.62829594280072	"Head and neck squamous cell carcinoma"	""	0
"Melanoma"	-Inf	1	"Melanoma"	""	0
"Leucine isoleucine and valine metabolism"	-Inf	1	"Leucine isoleucine and valine metabolism"	""	0
"Serine metabolism"	-Inf	1	"Serine metabolism"	""	0
"Vitamin D sensitive calcium signaling in depression"	0.590883106040136	0.40723794475413	"Vitamin D sensitive calcium signaling in depression"	"23135"	1
"Pathways of nucleic acid metabolism and innate immune sensing"	-Inf	1	"Pathways of nucleic acid metabolism and innate immune sensing"	""	0
"Cholesterol metabolism with Bloch and Kandutsch Russell pathways"	-Inf	1	"Cholesterol metabolism with Bloch and Kandutsch Russell pathways"	""	0
"Eicosanoid metabolism via cyclooxygenases COX "	-Inf	1	"Eicosanoid metabolism via cyclooxygenases COX "	""	0
"Eicosanoid metabolism via cytochrome P450 monooxygenases pathway"	-Inf	1	"Eicosanoid metabolism via cytochrome P450 monooxygenases pathway"	""	0
"Eicosanoid metabolism via lipooxygenases LOX "	-Inf	1	"Eicosanoid metabolism via lipooxygenases LOX "	""	0
"Glycerolipids and glycerophospholipids"	-Inf	1	"Glycerolipids and glycerophospholipids"	""	0
"Omega 3 omega 6 fatty acid synthesis"	-Inf	1	"Omega 3 omega 6 fatty acid synthesis"	""	0
"Omega 9 fatty acid synthesis"	-Inf	1	"Omega 9 fatty acid synthesis"	""	0
"Sphingolipid metabolism overview"	-Inf	1	"Sphingolipid metabolism overview"	""	0
"Sphingolipid metabolism integrated pathway"	-Inf	1	"Sphingolipid metabolism integrated pathway"	""	0
"Endochondral ossification"	-Inf	1	"Endochondral ossification"	""	0
"Ketogenesis and ketolysis"	-Inf	1	"Ketogenesis and ketolysis"	""	0
"Thyroid hormones production and peripheral downstream signaling effects"	-Inf	0.642803694312354	"Thyroid hormones production and peripheral downstream signaling effects"	""	0
"Netrin UNC5B signaling pathway"	-Inf	1	"Netrin UNC5B signaling pathway"	""	0
"HIPK2 in kidney fibrosis"	-Inf	1	"HIPK2 in kidney fibrosis"	""	0
"Base excision repair"	-Inf	1	"Base excision repair"	""	0
"Nucleotide excision repair"	-Inf	1	"Nucleotide excision repair"	""	0
"IL 18 signaling pathway"	0.079382767260001	0.547245915320777	"IL 18 signaling pathway"	"3551"	1
"Renin angiotensin aldosterone system RAAS "	-Inf	1	"Renin angiotensin aldosterone system RAAS "	""	0
"Nephrotic syndrome"	-Inf	1	"Nephrotic syndrome"	""	0
"PKC gamma calcium signaling pathway in ataxia"	-Inf	1	"PKC gamma calcium signaling pathway in ataxia"	""	0
"FGFR3 signaling in chondrocyte proliferation and terminal differentiation"	1.2874909625902	0.317091425552516	"FGFR3 signaling in chondrocyte proliferation and terminal differentiation"	"5600"	1
"Cytoplasmic ribosomal proteins"	-Inf	0.637255177915644	"Cytoplasmic ribosomal proteins"	""	0
"Proteoglycan biosynthesis"	-Inf	1	"Proteoglycan biosynthesis"	""	0
"Somitogenesis in the context of spondylocostal dysostosis"	-Inf	1	"Somitogenesis in the context of spondylocostal dysostosis"	""	0
"Type I collagen synthesis in the context of osteogenesis imperfecta"	-Inf	1	"Type I collagen synthesis in the context of osteogenesis imperfecta"	""	0
"Osteoblast differentiation and related diseases"	-1.15830879045933	1	"Osteoblast differentiation and related diseases"	"5600"	1
"Autosomal recessive osteopetrosis pathways"	2.68604033908048	0.143786337822337	"Autosomal recessive osteopetrosis pathways"	"3551"	1
"Multiple epiphyseal dysplasia and pseudoachondroplasia genes"	-Inf	1	"Multiple epiphyseal dysplasia and pseudoachondroplasia genes"	""	0
"FGF23 signaling in hypophosphatemic rickets and related disorders"	1.33811703566017	0.277338416506654	"FGF23 signaling in hypophosphatemic rickets and related disorders"	"142680"	1
"Purine metabolism"	-Inf	1	"Purine metabolism"	""	0
"Downregulation of ACE2 by SARS CoV 2 spike protein"	-Inf	1	"Downregulation of ACE2 by SARS CoV 2 spike protein"	""	0
"Ciliopathies"	-0.235349826223158	0.744691104319889	"Ciliopathies"	"11020;374654;22897"	3
"Cholesterol biosynthesis with skeletal dysplasias"	-Inf	1	"Cholesterol biosynthesis with skeletal dysplasias"	""	0
"EGFR tyrosine kinase inhibitor resistance"	-Inf	0.633612846846397	"EGFR tyrosine kinase inhibitor resistance"	""	0
"Endochondral ossification with skeletal dysplasias"	-Inf	1	"Endochondral ossification with skeletal dysplasias"	""	0
"Insulin signaling"	-0.203256196513304	1	"Insulin signaling"	"5600;3551"	2
"Somatic sex determination"	-Inf	1	"Somatic sex determination"	""	0
"Glycosaminoglycan degradation"	-Inf	1	"Glycosaminoglycan degradation"	""	0
"TGF beta receptor signaling in skeletal dysplasias"	-Inf	1	"TGF beta receptor signaling in skeletal dysplasias"	""	0
"Conversion of angiotensinogen to angiotensin II "	-Inf	1	"Conversion of angiotensinogen to angiotensin II "	""	0
"Genes controlling nephrogenesis"	-Inf	1	"Genes controlling nephrogenesis"	""	0
"mBDNF and proBDNF regulation of GABA neurotransmission"	0.78791995309969	0.415575850732174	"mBDNF and proBDNF regulation of GABA neurotransmission"	"2564"	1
"GDNF RET signaling axis"	1.56050945699662	0.277338416506654	"GDNF RET signaling axis"	"11020"	1
"Regucalcin in proximal tubule epithelial kidney cells"	-Inf	1	"Regucalcin in proximal tubule epithelial kidney cells"	""	0
"Mammalian disorder of sexual development"	1.14547195771777	0.29749369331376	"Mammalian disorder of sexual development"	"5600"	1
"Influence of laminopathies on Wnt signaling"	-Inf	1	"Influence of laminopathies on Wnt signaling"	""	0
"SARS CoV 2 and COVID 19 pathway"	-Inf	1	"SARS CoV 2 and COVID 19 pathway"	""	0
