"ES"	"p_val"	"path"	"hits"	"hits_n"
"Canonical and non canonical TGF B signaling"	-Inf	1	"Canonical and non canonical TGF B signaling"	""	0
"ATR signaling"	-Inf	1	"ATR signaling"	""	0
"BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation"	-Inf	1	"BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation"	""	0
"MYD88 distinct input output pathway"	1.27873848858124	0.233188099161667	"MYD88 distinct input output pathway"	"3654"	1
"ATM signaling in development and disease "	-Inf	1	"ATM signaling in development and disease "	""	0
"4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression"	1.44223722086412	0.308521230090424	"4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression"	"7248"	1
"VEGFA VEGFR2 signaling"	-1.02504225959587	0.533306257356694	"VEGFA VEGFR2 signaling"	"23339;2889;3491;10628"	4
"Nanomaterial induced inflammasome activation"	-Inf	1	"Nanomaterial induced inflammasome activation"	""	0
"Benzene metabolism"	-Inf	1	"Benzene metabolism"	""	0
"Development of pulmonary dendritic cells and macrophage subsets"	-Inf	1	"Development of pulmonary dendritic cells and macrophage subsets"	""	0
"Development and heterogeneity of the ILC family"	-Inf	1	"Development and heterogeneity of the ILC family"	""	0
"Dengue 2 interactions with complement and coagulation cascades"	-Inf	1	"Dengue 2 interactions with complement and coagulation cascades"	""	0
"Mitochondrial gene expression"	-Inf	1	"Mitochondrial gene expression"	""	0
"Angiopoietin like protein 8 regulatory pathway"	1.46160254573105	0.0127257548321675	"Angiopoietin like protein 8 regulatory pathway"	"5565;5105;7248;2889;23265;5286"	6
"Hfe effect on hepcidin production"	-Inf	1	"Hfe effect on hepcidin production"	""	0
"Amino acid metabolism"	-0.668794091524627	1	"Amino acid metabolism"	"5105"	1
"ApoE and miR 146 in inflammation and atherosclerosis"	2.62666179200154	0.124259799272797	"ApoE and miR 146 in inflammation and atherosclerosis"	"3654"	1
"BMP signaling in eyelid development"	-Inf	1	"BMP signaling in eyelid development"	""	0
"Chemokine signaling pathway"	-1.38151213944416	0.522150798378982	"Chemokine signaling pathway"	"112"	1
"EDA signaling in hair follicle development"	-Inf	1	"EDA signaling in hair follicle development"	""	0
"Embryonic stem cell pluripotency pathways"	-1.02243104613933	1	"Embryonic stem cell pluripotency pathways"	"2261"	1
"Focal adhesion PI3K Akt mTOR signaling pathway"	0.108813487138925	0.630039412394003	"Focal adhesion PI3K Akt mTOR signaling pathway"	"3911;7248;8515;2261;5286"	5
"Kennedy pathway from sphingolipids"	-Inf	1	"Kennedy pathway from sphingolipids"	""	0
"Leptin and adiponectin"	-Inf	1	"Leptin and adiponectin"	""	0
"Leptin insulin signaling overlap"	-Inf	1	"Leptin insulin signaling overlap"	""	0
"Microglia pathogen phagocytosis pathway"	0.501130909917685	0.446118516553514	"Microglia pathogen phagocytosis pathway"	"5286"	1
"miR 222 in exercise induced cardiac growth"	-Inf	1	"miR 222 in exercise induced cardiac growth"	""	0
"One carbon metabolism and related pathways"	-Inf	1	"One carbon metabolism and related pathways"	""	0
"Oxidative damage response"	-Inf	1	"Oxidative damage response"	""	0
"PPAR signaling pathway"	0.562531454581829	0.262235346421922	"PPAR signaling pathway"	"5105;8309"	2
"Robo4 and VEGF signaling pathways crosstalk"	-Inf	1	"Robo4 and VEGF signaling pathways crosstalk"	""	0
"Serotonin and anxiety related events"	-Inf	1	"Serotonin and anxiety related events"	""	0
"TYROBP causal network in microglia"	-Inf	1	"TYROBP causal network in microglia"	""	0
"Serotonin and anxiety"	-Inf	1	"Serotonin and anxiety"	""	0
"IL 4 signaling pathway"	-Inf	1	"IL 4 signaling pathway"	""	0
"mRNA protein and metabolite inducation pathway by cyclosporin A"	-Inf	1	"mRNA protein and metabolite inducation pathway by cyclosporin A"	""	0
"GPR40 pathway"	-Inf	1	"GPR40 pathway"	""	0
"DNA IR double strand breaks and cellular response via ATM"	-Inf	1	"DNA IR double strand breaks and cellular response via ATM"	""	0
"Mevalonate pathway"	-Inf	1	"Mevalonate pathway"	""	0
"Lipid metabolism pathway"	1.22811241551127	0.348222789087813	"Lipid metabolism pathway"	"5565"	1
"miR 509 3p alteration of YAP1 ECM axis"	-Inf	1	"miR 509 3p alteration of YAP1 ECM axis"	""	0
"H19 action Rb E2F1 signaling and CDK Beta catenin activity"	-Inf	1	"H19 action Rb E2F1 signaling and CDK Beta catenin activity"	""	0
"OSX and miRNAs in tooth development"	-Inf	1	"OSX and miRNAs in tooth development"	""	0
"PDGFR beta pathway"	-Inf	1	"PDGFR beta pathway"	""	0
"miRNA regulation of prostate cancer signaling pathways"	-Inf	1	"miRNA regulation of prostate cancer signaling pathways"	""	0
"miRNA regulation of p53 pathway in prostate cancer"	-Inf	1	"miRNA regulation of p53 pathway in prostate cancer"	""	0
"Wnt signaling pathway and pluripotency"	-Inf	0.407845118821326	"Wnt signaling pathway and pluripotency"	""	0
"Prion disease pathway"	-Inf	1	"Prion disease pathway"	""	0
"Ethanol effects on histone modifications"	-Inf	1	"Ethanol effects on histone modifications"	""	0
"Prader Willi and Angelman syndrome"	-1.03284766208467	1	"Prader Willi and Angelman syndrome"	"114791"	1
"p38 MAPK signaling pathway"	-Inf	1	"p38 MAPK signaling pathway"	""	0
"NO cGMP PKG mediated neuroprotection"	-Inf	1	"NO cGMP PKG mediated neuroprotection"	""	0
"DNA IR damage and cellular response via ATR"	-Inf	0.634078554545278	"DNA IR damage and cellular response via ATR"	""	0
"Clear cell renal cell carcinoma pathways"	-0.468495441038796	1	"Clear cell renal cell carcinoma pathways"	"7248"	1
"SCFA and skeletal muscle substrate metabolism"	-Inf	1	"SCFA and skeletal muscle substrate metabolism"	""	0
"Eukaryotic transcription initiation"	0.693775987860081	0.462280802802399	"Eukaryotic transcription initiation"	"2071"	1
"Oxidative stress response"	-Inf	1	"Oxidative stress response"	""	0
"Exercise induced circadian regulation"	0.278738488581238	0.508013499974892	"Exercise induced circadian regulation"	"8864"	1
"mRNA processing"	-Inf	0.266888275068636	"mRNA processing"	""	0
"Fibrin complement receptor 3 signaling pathway"	0.385653692497749	0.470185625618345	"Fibrin complement receptor 3 signaling pathway"	"3654"	1
"PI3K AKT mTOR vitamin D3 signaling"	1.27873848858124	0.277179306859155	"PI3K AKT mTOR vitamin D3 signaling"	"7248"	1
"Metabolism of sphingolipids in ER and Golgi apparatus"	-Inf	1	"Metabolism of sphingolipids in ER and Golgi apparatus"	""	0
"Macrophage markers"	-Inf	1	"Macrophage markers"	""	0
"PTF1A related regulatory pathway"	-Inf	1	"PTF1A related regulatory pathway"	""	0
"Splicing factor NOVA regulated synaptic proteins"	-Inf	1	"Splicing factor NOVA regulated synaptic proteins"	""	0
"White fat cell differentiation"	-Inf	1	"White fat cell differentiation"	""	0
"Wnt signaling in kidney disease"	-Inf	1	"Wnt signaling in kidney disease"	""	0
"Degradation pathway of sphingolipids including diseases"	-Inf	1	"Degradation pathway of sphingolipids including diseases"	""	0
"Endometrial cancer"	0.0637255976103872	0.606154342516206	"Endometrial cancer"	"2261"	1
"Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine"	-Inf	1	"Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine"	""	0
"GABA metabolism aka GHB "	-Inf	1	"GABA metabolism aka GHB "	""	0
"GABA receptor signaling"	-Inf	1	"GABA receptor signaling"	""	0
"PI3K Akt signaling pathway"	-0.0224310461393275	0.999999999999999	"PI3K Akt signaling pathway"	"5105;3911;7248;8515;2261"	5
"Metabolism of tetrahydrocannabinol THC "	-Inf	1	"Metabolism of tetrahydrocannabinol THC "	""	0
"Somatroph axis GH and its relationship to dietary restriction and aging"	-Inf	1	"Somatroph axis GH and its relationship to dietary restriction and aging"	""	0
"Mevalonate arm of cholesterol biosynthesis pathway with inhibitors"	-Inf	1	"Mevalonate arm of cholesterol biosynthesis pathway with inhibitors"	""	0
"Mevalonate arm of cholesterol biosynthesis pathway"	-Inf	1	"Mevalonate arm of cholesterol biosynthesis pathway"	""	0
"Caloric restriction and aging"	3.08609341063884	0.111247003000757	"Caloric restriction and aging"	"5565"	1
"Hormonal control of pubertal growth spurt"	-Inf	1	"Hormonal control of pubertal growth spurt"	""	0
"Immune response to tuberculosis"	-Inf	1	"Immune response to tuberculosis"	""	0
"Tumor suppressor activity of SMARCB1"	-Inf	1	"Tumor suppressor activity of SMARCB1"	""	0
"MET in type 1 papillary renal cell carcinoma"	0.131897100251966	0.582063547485039	"MET in type 1 papillary renal cell carcinoma"	"2889"	1
"Hereditary leiomyomatosis and renal cell carcinoma pathway"	-Inf	1	"Hereditary leiomyomatosis and renal cell carcinoma pathway"	""	0
"Tryptophan catabolism leading to NAD production"	-Inf	1	"Tryptophan catabolism leading to NAD production"	""	0
"Transcriptional cascade regulating adipogenesis"	-Inf	1	"Transcriptional cascade regulating adipogenesis"	""	0
"Chromosomal and microsatellite instability in colorectal cancer "	-Inf	0.628915100730189	"Chromosomal and microsatellite instability in colorectal cancer "	""	0
"Ebola virus infection in host"	0.562531454581829	0.439528534820257	"Ebola virus infection in host"	"153090;23339;64601"	3
"MAPK cascade"	-Inf	1	"MAPK cascade"	""	0
"Neurotransmitter disorders"	-Inf	1	"Neurotransmitter disorders"	""	0
"Phosphodiesterases in neuronal function"	-0.832769826635753	0.563041394699078	"Phosphodiesterases in neuronal function"	"112"	1
"Ras signaling"	-1.53595840881753	0.527302982504097	"Ras signaling"	"2261"	1
"Purine metabolism and related disorders"	-Inf	1	"Purine metabolism and related disorders"	""	0
"Pyrimidine metabolism and related diseases"	-Inf	1	"Pyrimidine metabolism and related diseases"	""	0
"Vitamin B6 dependent and responsive disorders"	-Inf	1	"Vitamin B6 dependent and responsive disorders"	""	0
"Acrylamide biotransformation and exposure biomarkers"	-Inf	1	"Acrylamide biotransformation and exposure biomarkers"	""	0
"Krebs cycle disorders"	-Inf	1	"Krebs cycle disorders"	""	0
"Flavan 3 ol metabolic pathway"	-Inf	1	"Flavan 3 ol metabolic pathway"	""	0
"Epithelial to mesenchymal transition in colorectal cancer"	-Inf	0.178467862443931	"Epithelial to mesenchymal transition in colorectal cancer"	""	0
"Regulation of sister chromatid separation at the metaphase anaphase transition"	-Inf	1	"Regulation of sister chromatid separation at the metaphase anaphase transition"	""	0
"Type 2 papillary renal cell carcinoma"	-Inf	1	"Type 2 papillary renal cell carcinoma"	""	0
"Hedgehog signaling pathway"	-Inf	1	"Hedgehog signaling pathway"	""	0
"Non small cell lung cancer"	-Inf	0.62856278901245	"Non small cell lung cancer"	""	0
"lncRNA in canonical Wnt signaling and colorectal cancer"	-Inf	0.406777037123562	"lncRNA in canonical Wnt signaling and colorectal cancer"	""	0
"Disorders of folate metabolism and transport"	-Inf	1	"Disorders of folate metabolism and transport"	""	0
"Breast cancer pathway"	-Inf	0.176424990293205	"Breast cancer pathway"	""	0
"Pancreatic adenocarcinoma pathway"	-0.572118072112953	1	"Pancreatic adenocarcinoma pathway"	"1848"	1
"Ethanol metabolism production of ROS by CYP2E1"	-Inf	1	"Ethanol metabolism production of ROS by CYP2E1"	""	0
"Vitamin B12 disorders"	-Inf	1	"Vitamin B12 disorders"	""	0
"Wnt signaling"	-Inf	0.417249909909734	"Wnt signaling"	""	0
"Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"	-Inf	1	"Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"	""	0
"MTHFR deficiency"	-Inf	1	"MTHFR deficiency"	""	0
"Metabolic reprogramming in colon cancer"	-Inf	1	"Metabolic reprogramming in colon cancer"	""	0
"Methionine metabolism leading to sulfur amino acids and related disorders"	-Inf	1	"Methionine metabolism leading to sulfur amino acids and related disorders"	""	0
"Thiamine metabolic pathways"	-Inf	1	"Thiamine metabolic pathways"	""	0
"Acute viral myocarditis"	-0.405759685690833	1	"Acute viral myocarditis"	"1906"	1
"Lamin A processing pathway"	-Inf	1	"Lamin A processing pathway"	""	0
"Oxidation by cytochrome P450"	0.876640045009892	0.240487326083665	"Oxidation by cytochrome P450"	"8529;51706"	2
"Statin inhibition of cholesterol production"	-Inf	1	"Statin inhibition of cholesterol production"	""	0
"Extracellular vesicles in the crosstalk of cardiac cells"	-Inf	1	"Extracellular vesicles in the crosstalk of cardiac cells"	""	0
"Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"	-Inf	1	"Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"	""	0
"Oligodendrocyte specification and differentiation leading to myelin components for CNS"	1.72854140602076	0.0749646027236334	"Oligodendrocyte specification and differentiation leading to myelin components for CNS"	"2919;2920"	2
"Rett syndrome"	-Inf	1	"Rett syndrome"	""	0
"Ferroptosis"	-Inf	1	"Ferroptosis"	""	0
"miRNA degrading enzymes"	-Inf	1	"miRNA degrading enzymes"	""	0
"Mitochondrial fatty acid synthesis pathway"	-Inf	1	"Mitochondrial fatty acid synthesis pathway"	""	0
"Effect of progerin on genes involved in progeria"	-Inf	1	"Effect of progerin on genes involved in progeria"	""	0
"Thermogenesis"	0.876640045009892	0.209904590833686	"Thermogenesis"	"5565;7248;112"	3
"Mitochondrial complex I assembly model OXPHOS system"	-Inf	1	"Mitochondrial complex I assembly model OXPHOS system"	""	0
"miRNA role in immune response in sepsis"	-0.421701229559855	0.611958580872278	"miRNA role in immune response in sepsis"	"3654"	1
"Neovascularization processes"	-Inf	1	"Neovascularization processes"	""	0
"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	-Inf	0.642730403398487	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	""	0
"ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"	-Inf	1	"ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"	""	0
"Non genomic actions of 1 25 dihydroxyvitamin D3"	-Inf	0.62982728932429	"Non genomic actions of 1 25 dihydroxyvitamin D3"	""	0
"Vitamins A and D action mechanisms"	-Inf	1	"Vitamins A and D action mechanisms"	""	0
"Ciliary landscape"	-0.168147876736946	1	"Ciliary landscape"	"9742;23265;26286"	3
"NRF2 ARE regulation"	-Inf	1	"NRF2 ARE regulation"	""	0
"EGF EGFR signaling pathway"	-Inf	0.177683724437638	"EGF EGFR signaling pathway"	""	0
"Non homologous end joining"	-Inf	1	"Non homologous end joining"	""	0
"Bile acids synthesis and enterohepatic circulation "	-Inf	1	"Bile acids synthesis and enterohepatic circulation "	""	0
"Nonalcoholic fatty liver disease"	-1.23583468424852	0.729477225346797	"Nonalcoholic fatty liver disease"	"5565"	1
"Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors"	-Inf	1	"Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors"	""	0
"MicroRNA network associated with chronic lymphocytic leukemia"	-Inf	1	"MicroRNA network associated with chronic lymphocytic leukemia"	""	0
"FABP4 in ovarian cancer"	-Inf	1	"FABP4 in ovarian cancer"	""	0
"Platelet mediated interactions with vascular and circulating cells"	-Inf	1	"Platelet mediated interactions with vascular and circulating cells"	""	0
"LTF danger signal response pathway"	1.83816589719526	0.244428751213204	"LTF danger signal response pathway"	"3654"	1
"Supression of HMGB1 mediated inflammation by THBD"	-Inf	1	"Supression of HMGB1 mediated inflammation by THBD"	""	0
"Altered glycosylation of MUC1 in tumor microenvironment"	-Inf	1	"Altered glycosylation of MUC1 in tumor microenvironment"	""	0
"Resistin as a regulator of inflammation"	-Inf	1	"Resistin as a regulator of inflammation"	""	0
"Vitamin D in inflammatory diseases"	-Inf	1	"Vitamin D in inflammatory diseases"	""	0
"Relationship between inflammation COX 2 and EGFR"	-Inf	1	"Relationship between inflammation COX 2 and EGFR"	""	0
"Control of immune tolerance by vasoactive intestinal peptide"	-Inf	1	"Control of immune tolerance by vasoactive intestinal peptide"	""	0
"Cells and molecules involved in local acute inflammatory response "	-Inf	1	"Cells and molecules involved in local acute inflammatory response "	""	0
"Selective expression of chemokine receptors during T cell polarization"	-Inf	1	"Selective expression of chemokine receptors during T cell polarization"	""	0
"IL 10 anti inflammatory signaling pathway "	-Inf	1	"IL 10 anti inflammatory signaling pathway "	""	0
"Signal transduction through IL1R"	0.659828655936744	0.385662196287718	"Signal transduction through IL1R"	"3654"	1
"G1 to S cell cycle control"	-Inf	1	"G1 to S cell cycle control"	""	0
"Cysteine and methionine catabolism"	-Inf	1	"Cysteine and methionine catabolism"	""	0
"Tyrosine metabolism and related disorders"	-Inf	1	"Tyrosine metabolism and related disorders"	""	0
"Molybdenum cofactor Moco biosynthesis"	-Inf	1	"Molybdenum cofactor Moco biosynthesis"	""	0
"Gamma glutamyl cycle for the biosynthesis and degradation of glutathione including diseases"	-Inf	1	"Gamma glutamyl cycle for the biosynthesis and degradation of glutathione including diseases"	""	0
"Cerebral organic acidurias including diseases"	-Inf	1	"Cerebral organic acidurias including diseases"	""	0
"Glycosylation and related congenital defects"	-Inf	1	"Glycosylation and related congenital defects"	""	0
"Metabolic pathway of LDL HDL and TG including diseases"	-Inf	1	"Metabolic pathway of LDL HDL and TG including diseases"	""	0
"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	-Inf	1	"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	""	0
"Alternative pathway of fetal androgen synthesis"	-Inf	1	"Alternative pathway of fetal androgen synthesis"	""	0
"Inflammatory response pathway"	1.17920281503032	0.357789594740407	"Inflammatory response pathway"	"3911"	1
"Intraflagellar transport proteins binding to dynein"	2.04169929128039	0.0587415968907188	"Intraflagellar transport proteins binding to dynein"	"57728;9742"	2
"Transcription co factors SKI and SKIL protein partners"	-Inf	1	"Transcription co factors SKI and SKIL protein partners"	""	0
"Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms"	-Inf	1	"Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms"	""	0
"Envelope proteins and their potential roles in EDMD physiopathology"	-0.0636537088658404	0.493215045865723	"Envelope proteins and their potential roles in EDMD physiopathology"	"112"	1
"Genes related to primary cilium development based on CRISPR "	0.98455538417678	0.191114119365466	"Genes related to primary cilium development based on CRISPR "	"57728;9742;23552"	3
"Hippo YAP signaling"	-Inf	1	"Hippo YAP signaling"	""	0
"Regulatory circuits of the STAT3 signaling pathway"	-Inf	0.631683605700769	"Regulatory circuits of the STAT3 signaling pathway"	""	0
"Synaptic signaling pathways associated with autism spectrum disorder"	1.38565369249775	0.170986028203562	"Synaptic signaling pathways associated with autism spectrum disorder"	"5565;7248"	2
"Hippo signaling regulation pathways"	0.442237220864117	0.655599085641009	"Hippo signaling regulation pathways"	"5565;2261"	2
"Hippo Merlin signaling dysregulation"	0.108813487138925	0.697510551144382	"Hippo Merlin signaling dysregulation"	"8515;2261"	2
"Leukocyte intrinsic Hippo pathway functions"	-Inf	1	"Leukocyte intrinsic Hippo pathway functions"	""	0
"Oxysterols derived from cholesterol"	-0.437468545418171	0.529411156913528	"Oxysterols derived from cholesterol"	"8309"	1
"Fragile X syndrome"	-0.340171344063256	0.699500070067677	"Fragile X syndrome"	"7248;54869"	2
"GPCRs class A rhodopsin like"	-Inf	0.0342538281464562	"GPCRs class A rhodopsin like"	""	0
"FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma"	0.916168409196529	0.385662196287718	"FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma"	"1848"	1
"Overview of interferons mediated signaling pathway"	-Inf	1	"Overview of interferons mediated signaling pathway"	""	0
"Interactions between immune cells and microRNAs in tumor microenvironment"	-Inf	1	"Interactions between immune cells and microRNAs in tumor microenvironment"	""	0
"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	-Inf	1	"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	""	0
"Cell migration and invasion through p75NTR"	-Inf	1	"Cell migration and invasion through p75NTR"	""	0
"Canonical NF kB pathway"	-Inf	1	"Canonical NF kB pathway"	""	0
"Neural crest cell migration during development"	-Inf	1	"Neural crest cell migration during development"	""	0
"Neural crest cell migration in cancer"	-Inf	1	"Neural crest cell migration in cancer"	""	0
"Translation inhibitors in chronically activated PDGFRA cells"	-Inf	1	"Translation inhibitors in chronically activated PDGFRA cells"	""	0
"Urea cycle and related diseases"	-Inf	1	"Urea cycle and related diseases"	""	0
"Neurodegeneration with brain iron accumulation NBIA subtypes pathway"	1.22811241551127	0.135235395098665	"Neurodegeneration with brain iron accumulation NBIA subtypes pathway"	"7248;80347"	2
"Cancer immunotherapy by CTLA4 blockade"	-Inf	1	"Cancer immunotherapy by CTLA4 blockade"	""	0
"Biomarkers for urea cycle disorders"	-Inf	1	"Biomarkers for urea cycle disorders"	""	0
"Biomarkers for pyrimidine metabolism disorders"	-Inf	1	"Biomarkers for pyrimidine metabolism disorders"	""	0
"Cancer immunotherapy by PD 1 blockade"	-Inf	1	"Cancer immunotherapy by PD 1 blockade"	""	0
"Metabolism of alpha linolenic acid"	-Inf	1	"Metabolism of alpha linolenic acid"	""	0
"Major receptors targeted by epinephrine and norepinephrine"	2.08609341063884	0.210206791103249	"Major receptors targeted by epinephrine and norepinephrine"	"112"	1
"Urea cycle and associated pathways"	-Inf	1	"Urea cycle and associated pathways"	""	0
"Aerobic glycolysis"	-Inf	1	"Aerobic glycolysis"	""	0
"Measles virus infection"	-1.21768733753826	0.725104704172084	"Measles virus infection"	"3654"	1
"Tryptophan metabolism"	-Inf	1	"Tryptophan metabolism"	""	0
"Cytosolic DNA sensing pathway"	-Inf	0.629337302257984	"Cytosolic DNA sensing pathway"	""	0
"Joubert syndrome"	-Inf	0.630383003653099	"Joubert syndrome"	""	0
"22q11 2 copy number variation syndrome"	-Inf	0.266807054518674	"22q11 2 copy number variation syndrome"	""	0
"Small cell lung cancer"	-0.600407116544377	1	"Small cell lung cancer"	"3911"	1
"Gastrin signaling pathway"	-Inf	0.418406682628228	"Gastrin signaling pathway"	""	0
"DNA replication"	-Inf	1	"DNA replication"	""	0
"Amino acid metabolism pathway excerpt histidine catabolism extension"	-Inf	1	"Amino acid metabolism pathway excerpt histidine catabolism extension"	""	0
"Hepatitis B infection"	-1.62815210702728	0.728171818382527	"Hepatitis B infection"	"3654"	1
"Male infertility"	-1.44528804987747	0.726217921452086	"Male infertility"	"8812"	1
"Head and neck squamous cell carcinoma"	0.782312662461739	0.294868346579706	"Head and neck squamous cell carcinoma"	"7248;2261"	2
"Melanoma"	-Inf	0.627896186208257	"Melanoma"	""	0
"Leucine isoleucine and valine metabolism"	0.916168409196529	0.298226672824392	"Leucine isoleucine and valine metabolism"	"3712"	1
"Serine metabolism"	-Inf	1	"Serine metabolism"	""	0
"Vitamin D sensitive calcium signaling in depression"	-Inf	1	"Vitamin D sensitive calcium signaling in depression"	""	0
"Pathways of nucleic acid metabolism and innate immune sensing"	-Inf	1	"Pathways of nucleic acid metabolism and innate immune sensing"	""	0
"Cholesterol metabolism with Bloch and Kandutsch Russell pathways"	-Inf	1	"Cholesterol metabolism with Bloch and Kandutsch Russell pathways"	""	0
"Eicosanoid metabolism via cyclooxygenases COX "	2.50113090991769	0.0101873505275764	"Eicosanoid metabolism via cyclooxygenases COX "	"8529;8309;5730"	3
"Eicosanoid metabolism via cytochrome P450 monooxygenases pathway"	2.50113090991769	0.124259799272797	"Eicosanoid metabolism via cytochrome P450 monooxygenases pathway"	"8529"	1
"Eicosanoid metabolism via lipooxygenases LOX "	1.5315045589612	0.0626706312703953	"Eicosanoid metabolism via lipooxygenases LOX "	"8529;8309"	2
"Glycerolipids and glycerophospholipids"	-Inf	1	"Glycerolipids and glycerophospholipids"	""	0
"Omega 3 omega 6 fatty acid synthesis"	-Inf	1	"Omega 3 omega 6 fatty acid synthesis"	""	0
"Omega 9 fatty acid synthesis"	-Inf	1	"Omega 9 fatty acid synthesis"	""	0
"Sphingolipid metabolism overview"	-Inf	1	"Sphingolipid metabolism overview"	""	0
"Sphingolipid metabolism integrated pathway"	-Inf	1	"Sphingolipid metabolism integrated pathway"	""	0
"Endochondral ossification"	-0.00136943061149793	0.606154342516206	"Endochondral ossification"	"2261"	1
"Ketogenesis and ketolysis"	-Inf	1	"Ketogenesis and ketolysis"	""	0
"Thyroid hormones production and peripheral downstream signaling effects"	-0.868102899748034	1	"Thyroid hormones production and peripheral downstream signaling effects"	"7248"	1
"Netrin UNC5B signaling pathway"	-Inf	1	"Netrin UNC5B signaling pathway"	""	0
"HIPK2 in kidney fibrosis"	-Inf	1	"HIPK2 in kidney fibrosis"	""	0
"Base excision repair"	-Inf	1	"Base excision repair"	""	0
"Nucleotide excision repair"	0.501130909917685	0.477975165862989	"Nucleotide excision repair"	"2071"	1
"IL 18 signaling pathway"	0.0200042201810691	0.563041394699078	"IL 18 signaling pathway"	"3654"	1
"Renin angiotensin aldosterone system RAAS "	0.626661792001544	0.477975165862989	"Renin angiotensin aldosterone system RAAS "	"5972"	1
"Nephrotic syndrome"	-Inf	1	"Nephrotic syndrome"	""	0
"PKC gamma calcium signaling pathway in ataxia"	-Inf	1	"PKC gamma calcium signaling pathway in ataxia"	""	0
"FGFR3 signaling in chondrocyte proliferation and terminal differentiation"	1.22811241551127	0.328663064437603	"FGFR3 signaling in chondrocyte proliferation and terminal differentiation"	"2261"	1
"Cytoplasmic ribosomal proteins"	-Inf	0.641488147143533	"Cytoplasmic ribosomal proteins"	""	0
"Proteoglycan biosynthesis"	-Inf	1	"Proteoglycan biosynthesis"	""	0
"Somitogenesis in the context of spondylocostal dysostosis"	-Inf	1	"Somitogenesis in the context of spondylocostal dysostosis"	""	0
"Type I collagen synthesis in the context of osteogenesis imperfecta"	-Inf	1	"Type I collagen synthesis in the context of osteogenesis imperfecta"	""	0
"Osteoblast differentiation and related diseases"	-0.217687337538261	0.693556704226108	"Osteoblast differentiation and related diseases"	"2261;5286"	2
"Autosomal recessive osteopetrosis pathways"	-Inf	1	"Autosomal recessive osteopetrosis pathways"	""	0
"Multiple epiphyseal dysplasia and pseudoachondroplasia genes"	-Inf	1	"Multiple epiphyseal dysplasia and pseudoachondroplasia genes"	""	0
"FGF23 signaling in hypophosphatemic rickets and related disorders"	1.27873848858124	0.287780107089725	"FGF23 signaling in hypophosphatemic rickets and related disorders"	"2261"	1
"Purine metabolism"	-Inf	1	"Purine metabolism"	""	0
"Downregulation of ACE2 by SARS CoV 2 spike protein"	-Inf	1	"Downregulation of ACE2 by SARS CoV 2 spike protein"	""	0
"Ciliopathies"	0.120309125976755	0.347217524105122	"Ciliopathies"	"57728;201163;112;9742"	4
"Cholesterol biosynthesis with skeletal dysplasias"	-Inf	1	"Cholesterol biosynthesis with skeletal dysplasias"	""	0
"EGFR tyrosine kinase inhibitor resistance"	-0.498869090082315	1	"EGFR tyrosine kinase inhibitor resistance"	"2261"	1
"Endochondral ossification with skeletal dysplasias"	-0.00136943061149793	0.606154342516206	"Endochondral ossification with skeletal dysplasias"	"2261"	1
"Insulin signaling"	0.32232775712892	0.508663464553557	"Insulin signaling"	"7248;2889;5286"	3
"Somatic sex determination"	1.50113090991769	0.186542453774222	"Somatic sex determination"	"5730"	1
"Glycosaminoglycan degradation"	-Inf	1	"Glycosaminoglycan degradation"	""	0
"TGF beta receptor signaling in skeletal dysplasias"	-Inf	1	"TGF beta receptor signaling in skeletal dysplasias"	""	0
"Conversion of angiotensinogen to angiotensin II "	3.50113090991769	0.0710466972329816	"Conversion of angiotensinogen to angiotensin II "	"5972"	1
"Genes controlling nephrogenesis"	-Inf	1	"Genes controlling nephrogenesis"	""	0
"mBDNF and proBDNF regulation of GABA neurotransmission"	-Inf	1	"mBDNF and proBDNF regulation of GABA neurotransmission"	""	0
"GDNF RET signaling axis"	-Inf	1	"GDNF RET signaling axis"	""	0
