"ES"	"p_val"	"path"	"hits"	"hits_n"
"TGF beta signaling in thyroid cells for epithelial mesenchymal transition"	-Inf	1	"TGF beta signaling in thyroid cells for epithelial mesenchymal transition"	""	0
"T cell antigen receptor TCR pathway during Staphylococcus aureus infection"	0.751135367302361	0.234260094372923	"T cell antigen receptor TCR pathway during Staphylococcus aureus infection"	"1326;1437;3551"	3
"Novel intracellular components of RIG I like receptor pathway"	0.729109060972362	0.219944268049166	"Novel intracellular components of RIG I like receptor pathway"	"5600;7186;3551"	3
"Cannabinoid receptor signaling"	0.830988674991576	0.18378057142718	"Cannabinoid receptor signaling"	"221955;5600"	2
"Valproic acid pathway"	-Inf	1	"Valproic acid pathway"	""	0
"Regulation of apoptosis by parathyroid hormone related protein"	-Inf	1	"Regulation of apoptosis by parathyroid hormone related protein"	""	0
"RIOK1 and RIOK2 in EGFR and PI3K mediated tumorigenesis"	1.28165008400114	0.336873702456813	"RIOK1 and RIOK2 in EGFR and PI3K mediated tumorigenesis"	"253260"	1
"Canonical and non canonical TGF B signaling"	-Inf	1	"Canonical and non canonical TGF B signaling"	""	0
"ATR signaling"	-Inf	1	"ATR signaling"	""	0
"BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation"	-Inf	1	"BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation"	""	0
"MYD88 distinct input output pathway"	-Inf	1	"MYD88 distinct input output pathway"	""	0
"ATM signaling in development and disease "	-0.765655630777216	1	"ATM signaling in development and disease "	"5600"	1
"4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression"	-Inf	1	"4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression"	""	0
"VEGFA VEGFR2 signaling"	-1.92259499062505	0.0141527577715223	"VEGFA VEGFR2 signaling"	"253260;2317;4929;2130"	4
"Nanomaterial induced inflammasome activation"	-Inf	1	"Nanomaterial induced inflammasome activation"	""	0
"Benzene metabolism"	-Inf	1	"Benzene metabolism"	""	0
"Development of pulmonary dendritic cells and macrophage subsets"	0.0592576626646929	0.299510294678952	"Development of pulmonary dendritic cells and macrophage subsets"	"1437"	1
"Development and heterogeneity of the ILC family"	-Inf	1	"Development and heterogeneity of the ILC family"	""	0
"Dengue 2 interactions with complement and coagulation cascades"	-Inf	0.410753714945588	"Dengue 2 interactions with complement and coagulation cascades"	""	0
"Mitochondrial gene expression"	0.940613166166074	0.405751239366149	"Mitochondrial gene expression"	"23082"	1
"Angiopoietin like protein 8 regulatory pathway"	-0.435950185298134	1	"Angiopoietin like protein 8 regulatory pathway"	"253260;1326;5600"	3
"Hfe effect on hepcidin production"	-Inf	1	"Hfe effect on hepcidin production"	""	0
"Amino acid metabolism"	-0.566346822553809	1	"Amino acid metabolism"	"84532;5160"	2
"ApoE and miR 146 in inflammation and atherosclerosis"	-Inf	1	"ApoE and miR 146 in inflammation and atherosclerosis"	""	0
"BMP signaling in eyelid development"	-Inf	1	"BMP signaling in eyelid development"	""	0
"Chemokine signaling pathway"	-0.279064870473338	1	"Chemokine signaling pathway"	"196883;7409;2793;3551"	4
"EDA signaling in hair follicle development"	-Inf	1	"EDA signaling in hair follicle development"	""	0
"Embryonic stem cell pluripotency pathways"	-Inf	0.078548416985402	"Embryonic stem cell pluripotency pathways"	""	0
"Focal adhesion PI3K Akt mTOR signaling pathway"	-2.11066733877762	0.0180864133091414	"Focal adhesion PI3K Akt mTOR signaling pathway"	"2793;3551"	2
"Kennedy pathway from sphingolipids"	-Inf	1	"Kennedy pathway from sphingolipids"	""	0
"Leptin and adiponectin"	-Inf	1	"Leptin and adiponectin"	""	0
"Leptin insulin signaling overlap"	-Inf	1	"Leptin insulin signaling overlap"	""	0
"Microglia pathogen phagocytosis pathway"	-0.396421821111497	1	"Microglia pathogen phagocytosis pathway"	"7409"	1
"miR 222 in exercise induced cardiac growth"	-Inf	1	"miR 222 in exercise induced cardiac growth"	""	0
"One carbon metabolism and related pathways"	-Inf	0.405006776488747	"One carbon metabolism and related pathways"	""	0
"Oxidative damage response"	-0.133387415277703	1	"Oxidative damage response"	"7186"	1
"PPAR signaling pathway"	-Inf	0.265463955371778	"PPAR signaling pathway"	""	0
"Robo4 and VEGF signaling pathways crosstalk"	-Inf	1	"Robo4 and VEGF signaling pathways crosstalk"	""	0
"Serotonin and anxiety related events"	1.38118575755206	0.318446880042224	"Serotonin and anxiety related events"	"2906"	1
"TYROBP causal network in microglia"	-Inf	0.416454231638017	"TYROBP causal network in microglia"	""	0
"Serotonin and anxiety"	-Inf	1	"Serotonin and anxiety"	""	0
"IL 4 signaling pathway"	0.773503180330816	0.151854402710893	"IL 4 signaling pathway"	"5600;2316;3551"	3
"mRNA protein and metabolite inducation pathway by cyclosporin A"	-Inf	1	"mRNA protein and metabolite inducation pathway by cyclosporin A"	""	0
"GPR40 pathway"	-Inf	1	"GPR40 pathway"	""	0
"DNA IR double strand breaks and cellular response via ATM"	-Inf	0.406008016465567	"DNA IR double strand breaks and cellular response via ATM"	""	0
"Mevalonate pathway"	-Inf	1	"Mevalonate pathway"	""	0
"Lipid metabolism pathway"	0.330559684482087	0.548352777855326	"Lipid metabolism pathway"	"5160"	1
"miR 509 3p alteration of YAP1 ECM axis"	-Inf	1	"miR 509 3p alteration of YAP1 ECM axis"	""	0
"H19 action Rb E2F1 signaling and CDK Beta catenin activity"	-Inf	1	"H19 action Rb E2F1 signaling and CDK Beta catenin activity"	""	0
"OSX and miRNAs in tooth development"	-Inf	1	"OSX and miRNAs in tooth development"	""	0
"PDGFR beta pathway"	-Inf	1	"PDGFR beta pathway"	""	0
"miRNA regulation of prostate cancer signaling pathways"	-Inf	1	"miRNA regulation of prostate cancer signaling pathways"	""	0
"miRNA regulation of p53 pathway in prostate cancer"	-Inf	1	"miRNA regulation of p53 pathway in prostate cancer"	""	0
"Wnt signaling pathway and pluripotency"	0.0592576626646929	0.756021345039498	"Wnt signaling pathway and pluripotency"	"333926;26190;5582"	3
"Prion disease pathway"	-Inf	1	"Prion disease pathway"	""	0
"Ethanol effects on histone modifications"	0.234344369222784	0.572487755552475	"Ethanol effects on histone modifications"	"83933"	1
"Prader Willi and Angelman syndrome"	-1.93040039311385	0.373854969233998	"Prader Willi and Angelman syndrome"	"10426"	1
"p38 MAPK signaling pathway"	-0.0209126860192903	0.616972489224078	"p38 MAPK signaling pathway"	"7186"	1
"NO cGMP PKG mediated neuroprotection"	-0.483884662361836	1	"NO cGMP PKG mediated neuroprotection"	"2906"	1
"DNA IR damage and cellular response via ATR"	-1.48388466236184	0.727059087151145	"DNA IR damage and cellular response via ATR"	"22897"	1
"Clear cell renal cell carcinoma pathways"	-Inf	0.175934907312169	"Clear cell renal cell carcinoma pathways"	""	0
"SCFA and skeletal muscle substrate metabolism"	-Inf	1	"SCFA and skeletal muscle substrate metabolism"	""	0
"Eukaryotic transcription initiation"	-0.203776743169101	1	"Eukaryotic transcription initiation"	"2968"	1
"Oxidative stress response"	-Inf	1	"Oxidative stress response"	""	0
"Exercise induced circadian regulation"	-0.618814242447945	1	"Exercise induced circadian regulation"	"5187"	1
"mRNA processing"	-1.87754851084811	0.266316434531495	"mRNA processing"	"3276"	1
"Fibrin complement receptor 3 signaling pathway"	-0.511899038531433	1	"Fibrin complement receptor 3 signaling pathway"	"3551"	1
"PI3K AKT mTOR vitamin D3 signaling"	0.381185757552055	0.452691158143295	"PI3K AKT mTOR vitamin D3 signaling"	"5160"	1
"Metabolism of sphingolipids in ER and Golgi apparatus"	-Inf	1	"Metabolism of sphingolipids in ER and Golgi apparatus"	""	0
"Macrophage markers"	-Inf	1	"Macrophage markers"	""	0
"PTF1A related regulatory pathway"	-Inf	1	"PTF1A related regulatory pathway"	""	0
"Splicing factor NOVA regulated synaptic proteins"	-Inf	0.630014998641084	"Splicing factor NOVA regulated synaptic proteins"	""	0
"White fat cell differentiation"	-Inf	1	"White fat cell differentiation"	""	0
"Wnt signaling in kidney disease"	-Inf	0.626260545679217	"Wnt signaling in kidney disease"	""	0
"Degradation pathway of sphingolipids including diseases"	-Inf	1	"Degradation pathway of sphingolipids including diseases"	""	0
"Endometrial cancer"	-Inf	0.418720609687108	"Endometrial cancer"	""	0
"Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine"	-Inf	1	"Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine"	""	0
"GABA metabolism aka GHB "	-Inf	1	"GABA metabolism aka GHB "	""	0
"GABA receptor signaling"	-0.169011325008424	0.572487755552475	"GABA receptor signaling"	"2564"	1
"PI3K Akt signaling pathway"	-2.24191187205587	0.00927578482603207	"PI3K Akt signaling pathway"	"2793;3551"	2
"Metabolism of tetrahydrocannabinol THC "	-Inf	1	"Metabolism of tetrahydrocannabinol THC "	""	0
"Somatroph axis GH and its relationship to dietary restriction and aging"	-Inf	1	"Somatroph axis GH and its relationship to dietary restriction and aging"	""	0
"Mevalonate arm of cholesterol biosynthesis pathway with inhibitors"	-Inf	1	"Mevalonate arm of cholesterol biosynthesis pathway with inhibitors"	""	0
"Mevalonate arm of cholesterol biosynthesis pathway"	-Inf	1	"Mevalonate arm of cholesterol biosynthesis pathway"	""	0
"Caloric restriction and aging"	-Inf	1	"Caloric restriction and aging"	""	0
"Hormonal control of pubertal growth spurt"	-Inf	1	"Hormonal control of pubertal growth spurt"	""	0
"Immune response to tuberculosis"	-Inf	1	"Immune response to tuberculosis"	""	0
"Tumor suppressor activity of SMARCB1"	-Inf	1	"Tumor suppressor activity of SMARCB1"	""	0
"MET in type 1 papillary renal cell carcinoma"	-Inf	0.410753714945588	"MET in type 1 papillary renal cell carcinoma"	""	0
"Hereditary leiomyomatosis and renal cell carcinoma pathway"	0.544684489834935	0.42182706366717	"Hereditary leiomyomatosis and renal cell carcinoma pathway"	"5160"	1
"Tryptophan catabolism leading to NAD production"	-Inf	1	"Tryptophan catabolism leading to NAD production"	""	0
"Transcriptional cascade regulating adipogenesis"	-Inf	1	"Transcriptional cascade regulating adipogenesis"	""	0
"Chromosomal and microsatellite instability in colorectal cancer "	-Inf	0.268758430701351	"Chromosomal and microsatellite instability in colorectal cancer "	""	0
"Ebola virus infection in host"	-0.335021276447353	1	"Ebola virus infection in host"	"2317;2316;7020"	3
"MAPK cascade"	-Inf	1	"MAPK cascade"	""	0
"Neurotransmitter disorders"	-Inf	1	"Neurotransmitter disorders"	""	0
"Phosphodiesterases in neuronal function"	-0.145360056943779	0.191915814449873	"Phosphodiesterases in neuronal function"	"2906;196883;5142"	3
"Ras signaling"	-0.433511139846717	0.820166953755385	"Ras signaling"	"6789;5582;2793;3551"	4
"Purine metabolism and related disorders"	-Inf	1	"Purine metabolism and related disorders"	""	0
"Pyrimidine metabolism and related diseases"	-Inf	1	"Pyrimidine metabolism and related diseases"	""	0
"Vitamin B6 dependent and responsive disorders"	-Inf	1	"Vitamin B6 dependent and responsive disorders"	""	0
"Acrylamide biotransformation and exposure biomarkers"	-Inf	1	"Acrylamide biotransformation and exposure biomarkers"	""	0
"Krebs cycle disorders"	-Inf	1	"Krebs cycle disorders"	""	0
"Flavan 3 ol metabolic pathway"	-Inf	1	"Flavan 3 ol metabolic pathway"	""	0
"Epithelial to mesenchymal transition in colorectal cancer"	-2.35061813149837	0.135363882398706	"Epithelial to mesenchymal transition in colorectal cancer"	"5600"	1
"Regulation of sister chromatid separation at the metaphase anaphase transition"	-Inf	1	"Regulation of sister chromatid separation at the metaphase anaphase transition"	""	0
"Type 2 papillary renal cell carcinoma"	-Inf	1	"Type 2 papillary renal cell carcinoma"	""	0
"Hedgehog signaling pathway"	-1.23772407509244	1	"Hedgehog signaling pathway"	"374654"	1
"Non small cell lung cancer"	-0.0968615392525889	0.721433818002341	"Non small cell lung cancer"	"6789;5582"	2
"lncRNA in canonical Wnt signaling and colorectal cancer"	-1.52570483805646	0.525089310258226	"lncRNA in canonical Wnt signaling and colorectal cancer"	"7020"	1
"Disorders of folate metabolism and transport"	-Inf	1	"Disorders of folate metabolism and transport"	""	0
"Breast cancer pathway"	-Inf	0.0229742117403678	"Breast cancer pathway"	""	0
"Pancreatic adenocarcinoma pathway"	-1.46967080314214	0.735041281936287	"Pancreatic adenocarcinoma pathway"	"3551"	1
"Ethanol metabolism production of ROS by CYP2E1"	-Inf	1	"Ethanol metabolism production of ROS by CYP2E1"	""	0
"Vitamin B12 disorders"	-Inf	1	"Vitamin B12 disorders"	""	0
"Wnt signaling"	-2.04027801088622	0.376508004259335	"Wnt signaling"	"5582"	1
"Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"	-Inf	1	"Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"	""	0
"MTHFR deficiency"	0.544684489834935	0.481914413935727	"MTHFR deficiency"	"2906"	1
"Metabolic reprogramming in colon cancer"	-0.203776743169101	1	"Metabolic reprogramming in colon cancer"	"5160"	1
"Methionine metabolism leading to sulfur amino acids and related disorders"	-Inf	1	"Methionine metabolism leading to sulfur amino acids and related disorders"	""	0
"Thiamine metabolic pathways"	2.01861567816735	0.218379703294344	"Thiamine metabolic pathways"	"5160"	1
"Acute viral myocarditis"	-1.30331241672002	0.730468712924748	"Acute viral myocarditis"	"663"	1
"Lamin A processing pathway"	-Inf	1	"Lamin A processing pathway"	""	0
"Oxidation by cytochrome P450"	-Inf	0.421157697119052	"Oxidation by cytochrome P450"	""	0
"Statin inhibition of cholesterol production"	0.188540679609659	0.572487755552475	"Statin inhibition of cholesterol production"	"84532"	1
"Extracellular vesicles in the crosstalk of cardiac cells"	0.729109060972362	0.437469831094306	"Extracellular vesicles in the crosstalk of cardiac cells"	"10611"	1
"Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"	-Inf	1	"Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"	""	0
"Oligodendrocyte specification and differentiation leading to myelin components for CNS"	-Inf	1	"Oligodendrocyte specification and differentiation leading to myelin components for CNS"	""	0
"Rett syndrome"	-0.455315510165065	1	"Rett syndrome"	"9001"	1
"Ferroptosis"	-Inf	0.423758305260772	"Ferroptosis"	""	0
"miRNA degrading enzymes"	-Inf	1	"miRNA degrading enzymes"	""	0
"Mitochondrial fatty acid synthesis pathway"	-Inf	1	"Mitochondrial fatty acid synthesis pathway"	""	0
"Effect of progerin on genes involved in progeria"	-Inf	0.626260545679217	"Effect of progerin on genes involved in progeria"	""	0
"Thermogenesis"	-0.605875186740447	1	"Thermogenesis"	"196883;5600"	2
"Mitochondrial complex I assembly model OXPHOS system"	-Inf	0.406864248658786	"Mitochondrial complex I assembly model OXPHOS system"	""	0
"miRNA role in immune response in sepsis"	-1.31925396058904	1	"miRNA role in immune response in sepsis"	"3551"	1
"Neovascularization processes"	-Inf	0.626260545679217	"Neovascularization processes"	""	0
"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	-Inf	0.178796614019592	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	""	0
"ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"	-Inf	1	"ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"	""	0
"Non genomic actions of 1 25 dihydroxyvitamin D3"	0.158793336215607	0.457292230690901	"Non genomic actions of 1 25 dihydroxyvitamin D3"	"5600;5582;3551"	3
"Vitamins A and D action mechanisms"	-Inf	1	"Vitamins A and D action mechanisms"	""	0
"Ciliary landscape"	-1.06570060776613	0.289919783880995	"Ciliary landscape"	"57560;11020;7020"	3
"NRF2 ARE regulation"	-Inf	1	"NRF2 ARE regulation"	""	0
"EGF EGFR signaling pathway"	-0.0819882627710588	0.622958203514041	"EGF EGFR signaling pathway"	"10401;253260;5753;7409;9138"	5
"Non homologous end joining"	-Inf	1	"Non homologous end joining"	""	0
"Bile acids synthesis and enterohepatic circulation "	-Inf	1	"Bile acids synthesis and enterohepatic circulation "	""	0
"Nonalcoholic fatty liver disease"	-1.1333874152777	0.446051938669369	"Nonalcoholic fatty liver disease"	"7186;3551"	2
"Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors"	-Inf	1	"Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors"	""	0
"MicroRNA network associated with chronic lymphocytic leukemia"	-Inf	1	"MicroRNA network associated with chronic lymphocytic leukemia"	""	0
"FABP4 in ovarian cancer"	-Inf	1	"FABP4 in ovarian cancer"	""	0
"Platelet mediated interactions with vascular and circulating cells"	-Inf	1	"Platelet mediated interactions with vascular and circulating cells"	""	0
"LTF danger signal response pathway"	-Inf	1	"LTF danger signal response pathway"	""	0
"Supression of HMGB1 mediated inflammation by THBD"	1.28165008400114	0.218379703294344	"Supression of HMGB1 mediated inflammation by THBD"	"3551"	1
"Altered glycosylation of MUC1 in tumor microenvironment"	1.28165008400114	0.218379703294344	"Altered glycosylation of MUC1 in tumor microenvironment"	"3551"	1
"Resistin as a regulator of inflammation"	-0.0593868338339261	0.595338301207528	"Resistin as a regulator of inflammation"	"3551"	1
"Vitamin D in inflammatory diseases"	0.281650084001141	0.452691158143295	"Vitamin D in inflammatory diseases"	"3551"	1
"Relationship between inflammation COX 2 and EGFR"	-Inf	1	"Relationship between inflammation COX 2 and EGFR"	""	0
"Control of immune tolerance by vasoactive intestinal peptide"	-Inf	1	"Control of immune tolerance by vasoactive intestinal peptide"	""	0
"Cells and molecules involved in local acute inflammatory response "	-Inf	1	"Cells and molecules involved in local acute inflammatory response "	""	0
"Selective expression of chemokine receptors during T cell polarization"	-0.366048172067978	0.560585221086117	"Selective expression of chemokine receptors during T cell polarization"	"1437"	1
"IL 10 anti inflammatory signaling pathway "	-Inf	1	"IL 10 anti inflammatory signaling pathway "	""	0
"Signal transduction through IL1R"	0.762275924907561	0.223459322317232	"Signal transduction through IL1R"	"11213;3551"	2
"G1 to S cell cycle control"	-0.237724075092439	0.691545349238489	"G1 to S cell cycle control"	"23649;5427"	2
"Cysteine and methionine catabolism"	-Inf	1	"Cysteine and methionine catabolism"	""	0
"Tyrosine metabolism and related disorders"	-Inf	1	"Tyrosine metabolism and related disorders"	""	0
"Molybdenum cofactor Moco biosynthesis"	-Inf	1	"Molybdenum cofactor Moco biosynthesis"	""	0
"Gamma glutamyl cycle for the biosynthesis and degradation of glutathione including diseases"	-Inf	1	"Gamma glutamyl cycle for the biosynthesis and degradation of glutathione including diseases"	""	0
"Cerebral organic acidurias including diseases"	-Inf	1	"Cerebral organic acidurias including diseases"	""	0
"Glycosylation and related congenital defects"	-Inf	1	"Glycosylation and related congenital defects"	""	0
"Metabolic pathway of LDL HDL and TG including diseases"	-Inf	1	"Metabolic pathway of LDL HDL and TG including diseases"	""	0
"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	-Inf	1	"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	""	0
"Alternative pathway of fetal androgen synthesis"	-Inf	1	"Alternative pathway of fetal androgen synthesis"	""	0
"Inflammatory response pathway"	-Inf	1	"Inflammatory response pathway"	""	0
"Intraflagellar transport proteins binding to dynein"	1.14414656025121	0.164360981553223	"Intraflagellar transport proteins binding to dynein"	"57560;11020"	2
"Transcription co factors SKI and SKIL protein partners"	-Inf	1	"Transcription co factors SKI and SKIL protein partners"	""	0
"Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms"	-Inf	0.638952030816827	"Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms"	""	0
"Envelope proteins and their potential roles in EDMD physiopathology"	0.0387935601049772	0.353755215563104	"Envelope proteins and their potential roles in EDMD physiopathology"	"196883;23353"	2
"Genes related to primary cilium development based on CRISPR "	0.0870026531475973	0.757928196021004	"Genes related to primary cilium development based on CRISPR "	"80817;57560;11020"	3
"Hippo YAP signaling"	0.488100961468567	0.452691158143295	"Hippo YAP signaling"	"23043"	1
"Regulatory circuits of the STAT3 signaling pathway"	0.0695996068861521	0.159226666062918	"Regulatory circuits of the STAT3 signaling pathway"	"10401;253260;5600;163702"	4
"Synaptic signaling pathways associated with autism spectrum disorder"	-0.511899038531433	1	"Synaptic signaling pathways associated with autism spectrum disorder"	"2906"	1
"Hippo signaling regulation pathways"	-1.45531551016507	0.525089310258226	"Hippo signaling regulation pathways"	"5582"	1
"Hippo Merlin signaling dysregulation"	-Inf	0.0807563977109028	"Hippo Merlin signaling dysregulation"	""	0
"Leukocyte intrinsic Hippo pathway functions"	-Inf	1	"Leukocyte intrinsic Hippo pathway functions"	""	0
"Oxysterols derived from cholesterol"	-Inf	0.648894611059794	"Oxysterols derived from cholesterol"	""	0
"Fragile X syndrome"	-Inf	0.0814784645984947	"Fragile X syndrome"	""	0
"GPCRs class A rhodopsin like"	-Inf	0.00138956660563269	"GPCRs class A rhodopsin like"	""	0
"FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma"	-Inf	1	"FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma"	""	0
"Overview of interferons mediated signaling pathway"	-0.644349334555082	1	"Overview of interferons mediated signaling pathway"	"163702"	1
"Interactions between immune cells and microRNAs in tumor microenvironment"	-0.644349334555082	1	"Interactions between immune cells and microRNAs in tumor microenvironment"	"10401"	1
"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	-Inf	1	"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	""	0
"Cell migration and invasion through p75NTR"	-Inf	1	"Cell migration and invasion through p75NTR"	""	0
"Canonical NF kB pathway"	1.01861567816735	0.196675858055853	"Canonical NF kB pathway"	"3551"	1
"Neural crest cell migration during development"	-Inf	0.62780372576023	"Neural crest cell migration during development"	""	0
"Neural crest cell migration in cancer"	-Inf	0.631436299139494	"Neural crest cell migration in cancer"	""	0
"Translation inhibitors in chronically activated PDGFRA cells"	-Inf	0.636820547946559	"Translation inhibitors in chronically activated PDGFRA cells"	""	0
"Urea cycle and related diseases"	-Inf	1	"Urea cycle and related diseases"	""	0
"Neurodegeneration with brain iron accumulation NBIA subtypes pathway"	-Inf	0.633051901537126	"Neurodegeneration with brain iron accumulation NBIA subtypes pathway"	""	0
"Cancer immunotherapy by CTLA4 blockade"	-Inf	1	"Cancer immunotherapy by CTLA4 blockade"	""	0
"Biomarkers for urea cycle disorders"	-Inf	1	"Biomarkers for urea cycle disorders"	""	0
"Biomarkers for pyrimidine metabolism disorders"	-Inf	1	"Biomarkers for pyrimidine metabolism disorders"	""	0
"Cancer immunotherapy by PD 1 blockade"	-Inf	1	"Cancer immunotherapy by PD 1 blockade"	""	0
"Metabolism of alpha linolenic acid"	-Inf	1	"Metabolism of alpha linolenic acid"	""	0
"Major receptors targeted by epinephrine and norepinephrine"	1.18854067960966	0.354804426410047	"Major receptors targeted by epinephrine and norepinephrine"	"196883"	1
"Urea cycle and associated pathways"	-Inf	1	"Urea cycle and associated pathways"	""	0
"Aerobic glycolysis"	-Inf	1	"Aerobic glycolysis"	""	0
"Measles virus infection"	-1.11524006856744	0.589917161593409	"Measles virus infection"	"81607;3551"	2
"Tryptophan metabolism"	-Inf	1	"Tryptophan metabolism"	""	0
"Cytosolic DNA sensing pathway"	-1.18649875173727	0.724410208773096	"Cytosolic DNA sensing pathway"	"3551"	1
"Joubert syndrome"	0.281650084001141	0.461263133753558	"Joubert syndrome"	"2316;51199;22897"	3
"22q11 2 copy number variation syndrome"	-Inf	0.0515580616124627	"22q11 2 copy number variation syndrome"	""	0
"Small cell lung cancer"	-0.497959847573559	1	"Small cell lung cancer"	"7186;3551"	2
"Gastrin signaling pathway"	-1.94074233733531	0.377455880258428	"Gastrin signaling pathway"	"3551"	1
"DNA replication"	0.796223256830899	0.314029045099549	"DNA replication"	"23649;5427"	2
"Amino acid metabolism pathway excerpt histidine catabolism extension"	-Inf	1	"Amino acid metabolism pathway excerpt histidine catabolism extension"	""	0
"Hepatitis B infection"	-0.525704838056463	1	"Hepatitis B infection"	"3339;5600;5582;3551"	4
"Male infertility"	-1.34284078090665	0.442312310577252	"Male infertility"	"27030;9985"	2
"Head and neck squamous cell carcinoma"	-1.11524006856744	0.724410208773096	"Head and neck squamous cell carcinoma"	"253260"	1
"Melanoma"	-Inf	0.265463955371778	"Melanoma"	""	0
"Leucine isoleucine and valine metabolism"	-Inf	1	"Leucine isoleucine and valine metabolism"	""	0
"Serine metabolism"	-Inf	1	"Serine metabolism"	""	0
"Vitamin D sensitive calcium signaling in depression"	0.633951827932022	0.263715346688505	"Vitamin D sensitive calcium signaling in depression"	"2906;23135"	2
"Pathways of nucleic acid metabolism and innate immune sensing"	-Inf	1	"Pathways of nucleic acid metabolism and innate immune sensing"	""	0
"Cholesterol metabolism with Bloch and Kandutsch Russell pathways"	-Inf	0.638952030816827	"Cholesterol metabolism with Bloch and Kandutsch Russell pathways"	""	0
"Eicosanoid metabolism via cyclooxygenases COX "	-Inf	1	"Eicosanoid metabolism via cyclooxygenases COX "	""	0
"Eicosanoid metabolism via cytochrome P450 monooxygenases pathway"	-Inf	1	"Eicosanoid metabolism via cytochrome P450 monooxygenases pathway"	""	0
"Eicosanoid metabolism via lipooxygenases LOX "	-Inf	1	"Eicosanoid metabolism via lipooxygenases LOX "	""	0
"Glycerolipids and glycerophospholipids"	-Inf	1	"Glycerolipids and glycerophospholipids"	""	0
"Omega 3 omega 6 fatty acid synthesis"	-Inf	1	"Omega 3 omega 6 fatty acid synthesis"	""	0
"Omega 9 fatty acid synthesis"	-Inf	1	"Omega 9 fatty acid synthesis"	""	0
"Sphingolipid metabolism overview"	-Inf	1	"Sphingolipid metabolism overview"	""	0
"Sphingolipid metabolism integrated pathway"	-Inf	1	"Sphingolipid metabolism integrated pathway"	""	0
"Endochondral ossification"	-Inf	0.418720609687108	"Endochondral ossification"	""	0
"Ketogenesis and ketolysis"	-Inf	1	"Ketogenesis and ketolysis"	""	0
"Thyroid hormones production and peripheral downstream signaling effects"	-Inf	0.183733469865514	"Thyroid hormones production and peripheral downstream signaling effects"	""	0
"Netrin UNC5B signaling pathway"	-Inf	0.404879291240191	"Netrin UNC5B signaling pathway"	""	0
"HIPK2 in kidney fibrosis"	-Inf	1	"HIPK2 in kidney fibrosis"	""	0
"Base excision repair"	0.830988674991576	0.203509187095356	"Base excision repair"	"5427;3978"	2
"Nucleotide excision repair"	1.18854067960966	0.114959624383982	"Nucleotide excision repair"	"5427;3978;2968"	3
"IL 18 signaling pathway"	-0.877548510848113	1	"IL 18 signaling pathway"	"3551"	1
"Renin angiotensin aldosterone system RAAS "	-Inf	0.633051901537126	"Renin angiotensin aldosterone system RAAS "	""	0
"Nephrotic syndrome"	-Inf	0.634850321008739	"Nephrotic syndrome"	""	0
"PKC gamma calcium signaling pathway in ataxia"	0.729109060972362	0.452691158143295	"PKC gamma calcium signaling pathway in ataxia"	"5582"	1
"FGFR3 signaling in chondrocyte proliferation and terminal differentiation"	1.33055968448209	0.164360981553223	"FGFR3 signaling in chondrocyte proliferation and terminal differentiation"	"5600;4882"	2
"Cytoplasmic ribosomal proteins"	-Inf	0.177880661519319	"Cytoplasmic ribosomal proteins"	""	0
"Proteoglycan biosynthesis"	1.01861567816735	0.389230422937407	"Proteoglycan biosynthesis"	"26229"	1
"Somitogenesis in the context of spondylocostal dysostosis"	-Inf	1	"Somitogenesis in the context of spondylocostal dysostosis"	""	0
"Type I collagen synthesis in the context of osteogenesis imperfecta"	-Inf	1	"Type I collagen synthesis in the context of osteogenesis imperfecta"	""	0
"Osteoblast differentiation and related diseases"	-1.11524006856744	0.773290613144872	"Osteoblast differentiation and related diseases"	"5600;5582"	2
"Autosomal recessive osteopetrosis pathways"	1.72910906097236	0.260051293505959	"Autosomal recessive osteopetrosis pathways"	"3551"	1
"Multiple epiphyseal dysplasia and pseudoachondroplasia genes"	-Inf	1	"Multiple epiphyseal dysplasia and pseudoachondroplasia genes"	""	0
