"onlyCRISA"	"onlyCRISB"	"onlyCRISC"	"onlyCRISD"	"onlyCRISE"	"CMS1"	"CMS2"	"CMS3"	"CMS4"	"Cetuximab_adjusted"	"BRAF"	"KRAS"	"MS_status_adjusted"	"CIMP_adjusted"	"gene_id"
"ENST00000264454.8"	0	0	0	0	-0.561814094245539	0	0	0	0	0	0	0	0	0	"SEC22C"
"ENST00000296444.7"	0	0	0	0	-1.49707507031115	0	0	0	0	0	0	0	0	0	"SHISA5"
"ENST00000305544.9"	0	0	0	0	-0.854320087322483	0	0	0	0	0	0	0	0	0	"LAMB2"
"ENST00000395008.6"	0	0	0	0	-0.959120538703791	0	0	0	0	0	0	0	0	0	"ABHD14B"
"ENST00000314400.10"	0	0	0	0	-0.99961949507649	0	0	0	0	0	0	0	0	0	"NEPRO"
"ENST00000474311.1"	0	0	0	0	1.88968610452462	0	0	0	0	0	0	0	0	0	"NEPRO"
"ENST00000389709.8"	0	0	0	0	-0.780321854852446	0	0	0	0	0	0	-0.201621676678747	0	0	"ZXDC"
"ENST00000336332.5"	0	0	0	0	-0.723861329646166	0	0	0	0	0	0	0	0	0	"ZXDC"
"ENST00000502734.2"	0	0	0	0	4.00272981691131	0	0	0	0	0	0	0	0	0	"COPB2"
"ENST00000333188.10"	0	0	0	0	-0.597097514213593	0	0	0	0	0	0	0	0	0	"COPB2"
"ENST00000465535.1"	0	0	0	0	4.5576611720227	0	0	0	0	0	0	0	0	0	"EIF2A"
"ENST00000295926.8"	0	0	0	0	-0.921507748190921	0	0	0	0	0	0	0	0	0	"CCNL1"
"ENST00000473645.6"	0	0	0	0	-1.36537791363512	0	0	0	0	0	0	0	0	0	"PDCD10"
"ENST00000497056.6"	0	0	0	0	0.45637702257322	0	0	0	0	0	0	0	0	0	"PDCD10"
"ENST00000474363.1"	0	0	0	0	1.36387899126674	0	0	0	0	0	0	0	0	0	"TBL1XR1"
"ENST00000450518.6"	0	0	0	0	-0.823373117872417	0	0	0	0	0	0	0	0	0	"ACTL6A"
"ENST00000429709.7"	0	0	0	0	0.195257869145134	0	0	0	0	0	0	0	0	0	"ACTL6A"
"ENST00000673236.1"	0	0	0	0	1.97993367017578	0	0	0	0	0	0	0	0	0	"TNK2"
"ENST00000362003.10"	0	0	0	0	-0.584517472396938	0	0	0	0	0	0	0	0	0	"PCGF3"
"ENST00000620529.1"	0	0	0	0	2.06504563025909	0	0	0	0	0	0	0	0	0	"PCGF3"
"ENST00000703163.1"	0	0	0	0	-0.0937520621396471	0	0	0	0	0	0	0	0	0	"CTBP1"
"ENST00000336812.5"	0	0	0	0	-0.513652085099894	0	0	0	0	0	0	-0.120305379195727	0	0	"DHX15"
"ENST00000264312.12"	0	0	0	0	-0.386914840364612	0	0	0	0	0	0	0	0	0	"OCIAD1"
"ENST00000679329.1"	0	0	0	0	2.76039982232946	0	0	0	0	0	0	0	0	0	"G3BP2"
"ENST00000264670.11"	0	0	0	0	-0.650602224994636	0	0	0	0	0	0	0	0	0	"NSUN2"
"ENST00000261308.10"	0	0	0	0	-0.640451316673637	0	0	0	0	0	0	0	0	0	"PPWD1"
"ENST00000513773.1"	0	0	0	0	2.4930683431065	0	0	0	0	0	0	0	0	0	"PPWD1"
"ENST00000380750.8"	0	0	0	0	-0.200965909401575	0	0	0	0	0	0	0	0	0	"SERF1B"
"ENST00000354833.7"	0	0	0	0	-0.346186913230396	0	0	0	0	0	0	0	0	0	"SERF1A"
"ENST00000683789.1"	0	0	0	0	-2.36786976760458	0	0	0	0	0	0	0	0	0	"MCCC2"
"ENST00000323146.8"	0	0	0	0	-0.430586031060975	0	0	0	0	0	0	0	0	0	"SLC35A4"
"ENST00000514199.1"	0	0	0	0	1.04177782223072	0	0	0	0	0	0	0.694185318906076	0	0	"SLC35A4"
"ENST00000311337.11"	0	0	0	0	-0.87473892609781	0	0	0	0	0	0	0	0	0	"GNPDA1"
"ENST00000508177.5"	0	0	0	0	1.59012718498406	0	0	0	0	0	0	0	0	0	"GNPDA1"
"ENST00000657001.1"	0	0	0	0	-0.747526203770347	0	0	0	0	0	0	-0.294875678152562	0	0	"CSNK1A1"
"ENST00000199814.9"	0	0	0	0	-0.530759160946026	0	0	0	0	0	0	0	0	0	"RBM22"
"ENST00000520132.1"	0	0	0	0	3.07205444282672	0	0	0	0	0	0	0	0	0	"RBM22"
"ENST00000411809.7"	0	0	0	0	-0.514368429468839	0	0	0	0	0	0	0	0	0	"CLINT1"
"ENST00000321757.11"	0	0	0	0	-1.77612773299386	0	0	0	0	0	0	0	0	0	"MAT2B"
"ENST00000355235.8"	0	0	0	0	-0.654328976695231	0	0	0	0	0	0	0	0	0	"TBC1D9B"
"ENST00000375792.7"	0	0	0	0	-0.944734818931128	0	0	0	0	0	0	0	0	0	"DDAH2"
"ENST00000374675.7"	0	0	0	0	0.824099569931467	0	0	0	0	0	0	0	0	0	"SLC39A7"
"ENST00000374677.8"	0	0	0	0	-0.664022433861658	0	0	0	0	0	0	0	0	0	"SLC39A7"
"ENST00000369037.9"	0	0	0	0	-0.580319433132104	0	0	0	0	0	0	0	0	0	"PDSS2"
"ENST00000369031.4"	0	0	0	0	1.36592384016518	0	0	0	0	0	0	0	0	0	"PDSS2"
"ENST00000459782.1"	0	0	0	0	6.19031287483909	0	0	0	0	0	0	0	0	0	"SEC63"
"ENST00000340611.9"	0	0	0	0	0.585705659979493	0	0	0	0	0	0	0	0	0	"BRAT1"
"ENST00000621040.4"	0	0	0	0	2.65550884571497	0	0	0	0	0	0	0	0	0	"GTF2I"
"ENST00000580010.1"	0	0	0	0	1.71885734474161	0	0	0	0	0	0	0	0	0	"DMTF1"
"ENST00000310300.11"	0	0	0	0	-0.651837811025869	0	0	0	0	0	0	-0.19544424312721	0	0	"LRCH4"
"ENST00000354161.8"	0	0	0	0	-1.51306716455937	0	0	0	0	0	0	0	0	0	"SLC12A9"
"ENST00000308511.9"	0	0	0	0	-0.541235984245663	0	0	0	0	0	0	0	0	0	"CCAR2"
"ENST00000649973.1"	0	0	0	0	-0.678049141636016	0	0	0	0	0	0	0	0	0	"MCM4"
"ENST00000523111.7"	0	0	0	0	-0.777806968605502	0	0	0	0	0	0	-0.173471783196568	0	0	"UBE2V2"
"ENST00000519042.2"	0	0	0	0	4.206696791366	0	0	0	0	0	0	0	0	0	"WASHC5"
"ENST00000526926.6"	0	0	0	0	-0.770582077082131	0	0	0	0	0	0	0	0	0	"ZNF623"
"ENST00000501748.3"	0	0	0	0	0.71867403445631	0	0	0	0	0	0	0	0	0	"ZNF623"
"ENST00000616140.2"	0	0	0	0	-0.614607412212558	0	0	0	-0.29565844618949	0	0	0	0	0	"CPSF1"
"ENST00000528017.1"	0	0	0	0	2.10253581665177	0	0	0	0	0	0	0	0	0	"ZNF7"
"ENST00000373896.8"	0	0	0	0	-0.085511096511846	0	0	0	0	0	0	0	0	0	"PHF19"
"ENST00000312189.10"	0	0	0	0	0.053008222776249	0	0	0	0	0	0	0	0	0	"PHF19"
"ENST00000265960.8"	0	0	0	0	-0.383734279884194	0	0	0	0	0	0	0	0	0	"MAPKAP1"
"ENST00000684074.1"	0	0	0	0	-0.865653986901198	0	0	0	0	0	0	0	0	0	"MIGA2"
"ENST00000483458.1"	0	0	0	0	2.06406690066431	0	0	0	0	0	0	0	0	0	"MIGA2"
"ENST00000372483.9"	0	0	0	0	-0.883972175362103	0	0	0	0	0	0	0	0	0	"NTMT1"
"ENST00000381106.4"	0	0	0	0	-2.58976406990538	0	0	0	0	0	0	0	0	0	"ENSG00000285756"
"ENST00000379942.5"	0	0	0	0	-1.34727108397752	0	0	0	0	0	0	0	0	0	"PHKA2"
"ENST00000469485.5"	0	0	0	0	1.40223007225689	0	0	0	0	0	0	0	0	0	"PHKA2"
"ENST00000644876.2"	0	0	0	0	-2.32920480495265	0	0	0	0	0	0	0	0	0	"DDX3X"
"ENST00000377604.8"	0	0	0	0	1.07327048451315	0	0	0	0	0	0	0	0	0	"RBM10"
"ENST00000345781.10"	0	0	0	0	-1.76504932685948	0	0	0	0	0	0	0	0	0	"RBM10"
"ENST00000628161.2"	0	0	0	0	-0.24117560669271	0	0	0	0	0	0	0	0	0	"RBM10"
"ENST00000377351.8"	0	0	0	0	-0.339015062956657	0	0	0	0	0	0	0	0	0	"UBA1"
"ENST00000360458.5"	0	0	0	0	-0.00610770012830856	0	0	0	0	0	0	0	0	0	"MORF4L2"
"ENST00000441076.7"	0	0	0	0	1.02011901640601	0	0	0	1.42297801575646	0	0	0	0	0	"MORF4L2"
"ENST00000433176.6"	0	0	0	0	-1.0387684149733	0	0	0	0	0	0	0	0	0	"MORF4L2"
"ENST00000688971.1"	0	0	0	0	6.44675835045281	0	0	0	0	0	0	0	0	0	"STAG2"
"ENST00000563192.2"	0	0	0	0	0	-0.240688179242151	0	0	0	0	0	0	0	0	"SNHG19"
"ENST00000686899.2"	0	0	0	0	0	0.837822603456217	0	0	0	0	0	0	0	0	"SNHG19"
"ENST00000261776.10"	0	0	0	0	0	0.12657102676877	0	0	0	0	0	0	0	0	"VAC14"
"ENST00000571759.1"	0	0	0	0	0	-0.891369920806555	0	0	0	0	0	0	0	0	"VAC14"
"ENST00000272065.10"	0	0	0	0	0	-0.67929392019504	0	0	0	0	0	0	0	0	"ACP1"
"ENST00000272067.11"	0	0	0	0	0	0.923047150347633	0	0	0	0	0	0	0	0	"ACP1"
"ENST00000355346.9"	0	0	0	0	0	-0.810667565350868	0	0	0	0	0	0	0	0	"ITGB1BP1"
"ENST00000485439.5"	0	0	0	0	0	-0.448892034312696	0	0	0	0	0	0	0	0	"RPL35A"
"ENST00000606142.5"	0	0	0	0	0	-1.15452304133683	0	0	0	0	0	0	0	0	"LAP3"
"ENST00000375640.7"	0	0	0	0	0	-0.310147495812294	0	0	0	0	0	0	-0.207671201921176	0	"SNHG32"
"ENST00000375638.7"	0	0	0	0	0	0.769281578220335	0	-0.816534057509314	0	0	0	0	0.428465376193006	0	"SNHG32"
"ENST00000407192.5"	0	0	0	0	0	-0.903272554452974	0	0	0	0	0	0	0	0	"GET4"
"ENST00000056233.4"	0	0	0	0	0	-0.11193510376263	0	0	0	0	0	0	0	0	"NFE2L3"
"ENST00000606261.1"	0	0	0	0	0	1.90827381328931	0	0	0	0	0	0	0	0	"NFE2L3"
"ENST00000299641.8"	0	0	0	0	0	0	-1.9829816387268	0	0	0	0	0	0	0	"NDST2"
"ENST00000569957.5"	0	0	0	0	0	0	-0.876781471722658	0	0	0	0	0	0.67798738884928	0	"INO80E"
"ENST00000339413.11"	0	0	0	0	0	0	-0.847468840909003	0	0	0	0	0	0	0	"YIF1B"
"ENST00000325333.10"	0	0	0	0	0	0	0.174486613832846	0	0	0.247673208942757	0	0	0	0	"ZNF580"
"ENST00000543039.2"	0	0	0	0	0	0	-1.65103357639272	0	0	-0.854331514954076	0	0	0	0	"ZNF580"
"ENST00000378197.5"	0	0	0	0	0	0	0	-0.768467506138239	0	0	0	0	-0.438447996127599	0	"RPP38"
"ENST00000618691.5"	0	0	0	0	0	0	0	0	-1.20981763240164	0	0	0	0	0	"NAP1L1"
"ENST00000620219.4"	0	0	0	0	0	0	0	0	0.874155268210066	0	0	0	0	0	"CPSF1"
"ENST00000531188.6"	0	0	0	0	0	0	0	0	0	0.584254707323665	0	0	0	0	"RPS3"
"ENST00000710362.1"	0	0	0	0	0	0	0	0	0	0.693621616751237	0	0	0	0	"TARBP2"
"ENST00000306796.10"	0	0	0	0	0	0	0	0	0	-0.390975004837542	0	0	0	0	"DUS1L"
"ENST00000318240.8"	0	0	0	0	0	0	0	0	0	-0.487467594012652	0	0	0	0	"C18orf32"
"ENST00000613385.4"	0	0	0	0	0	0	0	0	0	0.407435948605275	0	0	0	0	"C18orf32"
"ENST00000588852.2"	0	0	0	0	0	0	0	0	0	-0.758006250732935	0	0	0	0	"SAFB"
"ENST00000253110.16"	0	0	0	0	0	0	0	0	0	0.58780526774217	0	-0.546008418743771	0	0	"SHFL"
"ENST00000377735.7"	0	0	0	0	0	0	0	0	0	0.485174249198626	0	0	0	0	"DMWD"
"ENST00000270223.7"	0	0	0	0	0	0	0	0	0	-0.646725700335039	0	0	0	0	"DMWD"
"ENST00000630497.1"	0	0	0	0	0	0	0	0	0	-0.717899103426821	0	0	0	0	"KMT5C"
"ENST00000279036.12"	0	0	0	0	0	0	0	0	0	0.582656217254979	0	0	0	0	"PIGT"
"ENST00000679179.1"	0	0	0	0	0	0	0	0	0	1.01477625051438	0	0	0	0	"BRD2"
"ENST00000377845.7"	0	0	0	0	0	0	0	0	0	0	-2.83580841158396	0	-0.686685582516028	-2.65330226446409	"ACOT7"
"ENST00000344989.10"	0	0	0	0	0	0	0	0	0	0	-0.331589087124607	0	0	-1.01658471899473	"SRSF10"
"ENST00000368445.9"	0	0	0	0	0	0	0	0	0	0	1.42731827596667	1.32495025749098	0	0	"SHC1"
"ENST00000345264.10"	0	0	0	0	0	0	0	0	0	0	0.212279962009713	0	0	0	"RSU1"
"ENST00000602389.1"	0	0	0	0	0	0	0	0	0	0	-0.843044383875757	-0.465423885142154	0	0	"RSU1"
"ENST00000299381.5"	0	0	0	0	0	0	0	0	0	0	-0.273530398548009	-0.141589768841768	0	0	"ANAPC16"
"ENST00000545888.6"	0	0	0	0	0	0	0	0	0	0	1.17163241141274	0	0	0	"MARS1"
"ENST00000392882.7"	0	0	0	0	0	0	0	0	0	0	0.949135530142957	0	0	0	"WARS1"
"ENST00000355338.6"	0	0	0	0	0	0	0	0	0	0	-0.588733187024195	-0.298535937161447	0	0	"WARS1"
"ENST00000569529.6"	0	0	0	0	0	0	0	0	0	0	-0.326446080272294	0	0	0	"ANTKMT"
"ENST00000599732.5"	0	0	0	0	0	0	0	0	0	0	-0.338500563793987	0	0	0	"PTOV1"
"ENST00000284971.8"	0	0	0	0	0	0	0	0	0	0	-0.122457350202189	0	0	0	"ATP5PF"
"ENST00000292475.8"	0	0	0	0	0	0	0	0	0	0	-0.154543319827893	0	-0.270794151795133	0	"ATP5MF"
"ENST00000492936.5"	0	0	0	0	0	0	0	0	0	0	0	0.397685702252116	0.306441085495601	0	"ACAP3"
"ENST00000378853.3"	0	0	0	0	0	0	0	0	0	0	0	0.28004282205889	0	0	"AURKAIP1"
"ENST00000418865.6"	0	0	0	0	0	0	0	0	0	0	0	0.403071666457367	0	0	"CCNL2"
"ENST00000373043.1"	0	0	0	0	0	0	0	0	0	0	0	0.488405538364264	0	0	"C1orf122"
"ENST00000310955.11"	0	0	0	0	0	0	0	0	0	0	0	-0.133094161849457	0	0	"CDC20"
"ENST00000372462.1"	0	0	0	0	0	0	0	0	0	0	0	0.530465927858058	0	0	"CDC20"
"ENST00000396651.8"	0	0	0	0	0	0	0	0	0	0	0	-0.246580356199402	0.198094399364064	0	"RPS8"
"ENST00000485390.5"	0	0	0	0	0	0	0	0	0	0	0	1.28866217706115	-1.00931778964745	0	"RPS8"
"ENST00000369026.3"	0	0	0	0	0	0	0	0	0	0	0	-0.201858272431432	0	0	"MCL1"
"ENST00000258301.6"	0	0	0	0	0	0	0	0	0	0	0	-0.0941430541402451	0	0	"STX6"
"ENST00000469135.1"	0	0	0	0	0	0	0	0	0	0	0	3.04177588128278	0	0	"STX6"
"ENST00000295006.6"	0	0	0	0	0	0	0	0	0	0	0	-0.212144172903503	0	0	"CAPN2"
"ENST00000464757.1"	0	0	0	0	0	0	0	0	0	0	0	0.636325276643667	0	0	"COX20"
"ENST00000299421.9"	0	0	0	0	0	0	0	0	0	0	0	-0.414895412459358	0	0	"ILK"
"ENST00000689147.1"	0	0	0	0	0	0	0	0	0	0	0	-0.409542069407407	0	0	"SNHG1"
"ENST00000279247.11"	0	0	0	0	0	0	0	0	0	0	0	-0.177923164638112	0	0	"CAPN1"
"ENST00000692008.1"	0	0	0	0	0	0	0	0	0	0	0	-0.23818211721911	0	0	"KRT8"
"ENST00000392514.9"	0	0	0	0	0	0	0	0	0	0	0	-0.294954413034038	0.784740767392073	0	"RPLP0"
"ENST00000445930.7"	0	0	0	0	0	0	0	0	0	0	0	-0.330074888747261	0	0	"PSMC6"
"ENST00000563310.1"	0	0	0	0	0	0	0	0	0	0	0	2.69092004762476	0	0	"ARIH1"
"ENST00000561086.1"	0	0	0	0	0	0	0	0	0	0	0	2.72924960573716	0	0	"IQGAP1"
"ENST00000343262.9"	0	0	0	0	0	0	0	0	0	0	0	-0.397429648087395	0.450058748422991	0	"RPS2"
"ENST00000566397.5"	0	0	0	0	0	0	0	0	0	0	0	-0.348227794243087	0	0	"RNPS1"
"ENST00000343411.8"	0	0	0	0	0	0	0	0	0	0	0	-0.133546341585288	0	0	"MBTPS1"
"ENST00000645818.2"	0	0	0	0	0	0	0	0	0	0	0	-0.177842164373825	0	0	"SPG7"
"ENST00000293831.13"	0	0	0	0	0	0	0	0	0	0	0	-0.0988271418819376	-0.103640998046659	0	"EIF4A1"
"ENST00000481107.1"	0	0	0	0	0	0	0	0	0	0	0	0.941653551199442	0	0	"TTC19"
"ENST00000409257.10"	0	0	0	0	0	0	0	0	0	0	0	0.424618452569567	0	0	"AFMID"
"ENST00000327898.9"	0	0	0	0	0	0	0	0	0	0	0	0.742995520934915	0	0	"AFMID"
"ENST00000262124.15"	0	0	0	0	0	0	0	0	0	0	0	-0.0880363724178436	0	0	"SEH1L"
"ENST00000222247.10"	0	0	0	0	0	0	0	0	0	0	0	-0.130734416885008	0	0	"RPL18A"
"ENST00000599870.1"	0	0	0	0	0	0	0	0	0	0	0	0.365392785545481	0	0	"RPL18A"
"ENST00000221943.14"	0	0	0	0	0	0	0	0	0	0	0	0.323027899510574	0	0	"DMAC2"
"ENST00000300853.8"	0	0	0	0	0	0	0	0	0	0	0	-0.444455104554368	0	0	"ERCC1"
"ENST00000013807.9"	0	0	0	0	0	0	0	0	0	0	0	0.555986751552275	0	0	"ERCC1"
"ENST00000438389.6"	0	0	0	0	0	0	0	0	0	0	0	-0.432378515038768	0	0	"ISOC2"
"ENST00000260665.12"	0	0	0	0	0	0	0	0	0	0	0	-0.303307222169952	0	0	"LRPPRC"
"ENST00000401558.7"	0	0	0	0	0	0	0	0	0	0	0	-0.407392503125556	0	0	"XPO1"
"ENST00000686392.1"	0	0	0	0	0	0	0	0	0	0	0	2.30507449315693	0	0	"FASTKD5"
"ENST00000403904.5"	0	0	0	0	0	0	0	0	0	0	0	-1.17308502948883	0	0	"CSNK1E"
"ENST00000395827.5"	0	0	0	0	0	0	0	0	0	0	0	0.29362920396942	1.29902475541141	0	"TRABD"
"ENST00000698415.1"	0	0	0	0	0	0	0	0	0	0	0	0.451005059315874	0	0	"TRNT1"
"ENST00000307839.10"	0	0	0	0	0	0	0	0	0	0	0	-0.351153081867203	0	0	"RPL15"
"ENST00000682503.1"	0	0	0	0	0	0	0	0	0	0	0	1.43621578418694	0	0	"FLNB"
"ENST00000296181.9"	0	0	0	0	0	0	0	0	0	0	0	-0.0808434653868381	0	0	"ITGB5"
"ENST00000460797.5"	0	0	0	0	0	0	0	0	0	0	0	2.98085093340945	0	0	"ITGB5"
"ENST00000382456.7"	0	0	0	0	0	0	0	0	0	0	0	0.591551039838426	0	0	"AP2M1"
"ENST00000453386.7"	0	0	0	0	0	0	0	0	0	0	0	-0.159545475309655	0	0	"TRA2B"
"ENST00000306388.10"	0	0	0	0	0	0	0	0	0	0	0	0.552170697159016	0	0	"TBCA"
"ENST00000296930.10"	0	0	0	0	0	0	0	0	0	0	0	-0.066130514807638	0.14499876373796	0	"NPM1"
"ENST00000481474.5"	0	0	0	0	0	0	0	0	0	0	0	-0.0894307505513527	0.85241036535515	0	"TRIM27"
"ENST00000418800.6"	0	0	0	0	0	0	0	0	0	0	0	-0.366601285873144	0	0	"DDR1"
"ENST00000376007.8"	0	0	0	0	0	0	0	0	0	0	0	-0.341924545499708	0	0	"PRRC2A"
"ENST00000375976.8"	0	0	0	0	0	0	0	0	0	0	0	-0.631073593882435	0	0	"BAG6"
"ENST00000374606.10"	0	0	0	0	0	0	0	0	0	0	0	0.425912523052143	0	0	"PFDN6"
"ENST00000497943.1"	0	0	0	0	0	0	0	0	0	0	0	0.810930249674632	0	0	"SUN1"
"ENST00000620879.4"	0	0	0	0	0	0	0	0	0	0	0	-0.350634780900283	0	0	"GTF2I"
"ENST00000222553.8"	0	0	0	0	0	0	0	0	0	0	0	-0.15764517221536	0	0	"NAMPT"
"ENST00000684436.1"	0	0	0	0	0	0	0	0	0	0	0	1.43439284768787	0	0	"EZH2"
"ENST00000520809.1"	0	0	0	0	0	0	0	0	0	0	0	1.51265182364112	0	0	"UBE2V2"
"ENST00000527744.6"	0	0	0	0	0	0	0	0	0	0	0	-0.646224037257937	0	0	"PUF60"
"ENST00000528957.6"	0	0	0	0	0	0	0	0	0	0	0	0.591667025304124	0	0	"RPL8"
"ENST00000262584.7"	0	0	0	0	0	0	0	0	0	0	0	-0.49712760475169	0	0	"RPL8"
"ENST00000443024.7"	0	0	0	0	0	0	0	0	0	0	0	-0.594473585184315	0	0	"IARS1"
"ENST00000375118.1"	0	0	0	0	0	0	0	0	0	0	0	1.28967644282922	0	0	"TRMO"
"ENST00000372047.7"	0	0	0	0	0	0	0	0	0	0	0	-0.569430650775793	0	0	"RALGDS"
"ENST00000614077.4"	0	0	0	0	0	0	0	0	0	0	0	0.663211100064956	0	0	"RPL36A"
"ENST00000378756.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.157107996056924	0	"ATAD3A"
"ENST00000672388.1"	0	0	0	0	0	0	0	0	0	0	0	0	1.03541488386327	0	"ATAD3A"
"ENST00000493678.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.207710182545095	0	"PARK7"
"ENST00000338639.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.244919218934971	0	"PARK7"
"ENST00000643754.2"	0	0	0	0	0	0	0	0	0	0	0	0	0.372684580042485	0	"RPL11"
"ENST00000676801.1"	0	0	0	0	0	0	0	0	0	0	0	0	1.30070397817579	0	"EIF3I"
"ENST00000677711.2"	0	0	0	0	0	0	0	0	0	0	0	0	-0.368688140050106	0	"EIF3I"
"ENST00000351829.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.564375681531481	0	"AKR1A1"
"ENST00000539140.6"	0	0	0	0	0	0	0	0	0	0	0	0	-1.38603033990902	0	"DRAM2"
"ENST00000271889.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.505876883674061	0	"CREB3L4"
"ENST00000368603.5"	0	0	0	0	0	0	0	0	0	0	0	0	1.19777264915264	0	"CREB3L4"
"ENST00000433615.5"	0	0	0	0	0	0	0	0	0	0	0	0	-1.65408757966694	0	"UBAP2L"
"ENST00000368399.1"	0	0	0	0	0	0	0	0	0	0	0	0	-0.534726102799389	0	"DPM3"
"ENST00000295702.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.163219987767325	0	"SSR2"
"ENST00000367926.9"	0	0	0	0	0	0	0	0	0	0	0	0	1.06546269270178	0	"UAP1"
"ENST00000304786.12"	0	0	0	0	0	0	0	0	0	0	0	0	0.267387571075064	0	"SRP9"
"ENST00000366839.8"	0	0	0	0	0	0	0	0	0	0	0	0	-1.37409346432965	0	"SRP9"
"ENST00000370476.10"	0	0	0	0	0	0	0	0	0	0	0	0	-0.219021254687024	0	"CUTC"
"ENST00000471520.5"	0	0	0	0	0	0	0	0	0	0	0	0	0.738150105476463	0	"CUTC"
"ENST00000355697.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.120864967996287	-0.265689888519668	"SFXN4"
"ENST00000331244.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.197121372638584	0	"GLRX3"
"ENST00000368644.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.427401700185182	0	"GLRX3"
"ENST00000441012.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.557446143384479	0	"NR1H3"
"ENST00000377890.6"	0	0	0	0	0	0	0	0	0	0	0	0	0.639930404326231	0	"SLC3A2"
"ENST00000255681.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.378286833848722	-0.491670764608323	"MACROD1"
"ENST00000309422.7"	0	0	0	0	0	0	0	0	0	0	0	0	0.194893682986568	0	"VEGFB"
"ENST00000426086.3"	0	0	0	0	0	0	0	0	0	0	0	0	-0.520371140682199	0	"VEGFB"
"ENST00000308418.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.0472243838406394	0	"RNASEH2C"
"ENST00000528220.2"	0	0	0	0	0	0	0	0	0	0	0	0	-0.380448608801743	0	"RNASEH2C"
"ENST00000299626.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.122158777865857	0	"ALG8"
"ENST00000280352.13"	0	0	0	0	0	0	0	0	0	0	0	0	0.624014108121542	0	"NKAPD1"
"ENST00000228799.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.289877840040782	0	"ITFG2"
"ENST00000545509.2"	0	0	0	0	0	0	0	0	0	0	0	0	1.35336419904347	0	"ITFG2"
"ENST00000358409.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.571015856194566	0	"TEAD4"
"ENST00000538862.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.656763978371034	0	"CDCA3"
"ENST00000209873.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.123084194311859	0	"AAAS"
"ENST00000447282.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.504534760376065	0	"PCBP2"
"ENST00000552692.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.337279047664484	0	"CD63"
"ENST00000315970.12"	0	0	0	0	0	0	0	0	0	0	0	0	-0.523808706083807	0	"OS9"
"ENST00000550746.5"	0	0	0	0	0	0	0	0	0	0	0	0	1.92061483381082	0	"TBC1D15"
"ENST00000485960.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.201284705632046	0	"TBC1D15"
"ENST00000550333.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.505704244652163	0	"C12orf29"
"ENST00000454402.7"	0	0	0	0	0	0	0	0	0	0	0	0	0.37506043466476	0	"RFC5"
"ENST00000392542.6"	0	0	0	0	0	0	0	0	0	0	0	0	-1.99316014236642	0	"RFC5"
"ENST00000551150.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.284044821229125	0	"RPLP0"
"ENST00000536769.1"	0	0	0	0	0	0	0	0	0	0	0	0	0.346734948893676	0	"UBC"
"ENST00000339647.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.0342160583255699	0	"UBC"
"ENST00000607003.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.643548361271153	0	"SAP18"
"ENST00000400198.8"	0	0	0	0	0	0	0	0	0	0	0	0	0.412355813146332	0	"ARGLU1"
"ENST00000472226.2"	0	0	0	0	0	0	0	0	0	0	0	0	-0.179544725826629	0	"ARGLU1"
"ENST00000360383.7"	0	0	0	0	0	0	0	0	0	0	0	0	0.650215309721424	0	"CDC16"
"ENST00000356221.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.376541697782152	0	"CDC16"
"ENST00000645174.2"	0	0	0	0	0	0	0	0	0	0	0	0	-0.769678542412708	0	"CHAMP1"
"ENST00000285848.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.116211989820195	0	"OXA1L"
"ENST00000481218.1"	0	0	0	0	0	0	0	0	0	0	0	0	0.544831801219747	0	"OXA1L"
"ENST00000397496.7"	0	0	0	0	0	0	0	0	0	0	0	0	0.53340522950326	0	"MRPL52"
"ENST00000216799.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.514414785551851	0	"EMC9"
"ENST00000283534.4"	0	0	0	0	0	0	0	0	0	0	0	0	0.210862593332948	0	"LYSET"
"ENST00000415050.3"	0	0	0	0	0	0	0	0	0	0	0	0	-0.265139016303697	0	"LYSET"
